date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROE,ROA,DailyReturn
2007-06-29,6108,2994000,95134050,32.3,32.4,31.5,31.5,-0.65,1146,2007,20.86,1.88,12.3,387.4500000000001,2.529894148628099,9.85,18.3,
2007-07-02,6108,5109000,164015750,31.6,32.55,31.6,32.0,0.5,1488,2007,21.19,1.91,12.3,393.6,2.5718010121239248,9.85,18.3,0.015873015873015872
2007-07-03,6108,2593000,82477450,32.4,32.4,31.5,31.5,-0.5,872,2007,20.86,1.88,12.3,387.4500000000001,2.531616621309489,9.85,18.3,-0.015625
2007-07-04,6108,3549000,110086400,31.6,31.8,30.6,30.7,-0.8,1296,2007,20.33,1.83,12.3,377.61,2.46732159600639,9.85,18.3,-0.02539682539682542
2007-07-05,6108,2868000,88331750,30.9,31.3,30.4,31.0,0.3,1098,2007,20.53,1.85,12.3,381.3,2.491432230495052,9.85,18.3,0.009771986970684063
2007-07-06,6108,4260000,134917600,31.1,32.3,31.1,31.5,0.5,1397,2007,20.86,1.88,12.3,387.4500000000001,2.531616621309489,9.85,18.3,0.016129032258064516
2007-07-09,6108,2757000,85801850,31.6,31.85,30.8,31.05,-0.45,923,2007,20.56,1.85,12.3,381.915,2.4954506695764955,9.85,18.3,-0.014285714285714263
2007-07-10,6108,3704000,113153650,31.0,31.1,30.2,30.2,-0.85,1197,2007,20.0,1.8,12.3,371.46,2.427137205191954,9.85,18.3,-0.027375201288244812
2007-07-11,6108,3334000,101878950,29.5,31.0,29.5,30.3,0.1,1112,2007,20.07,1.8,12.3,372.69000000000005,2.4351740833548416,9.85,18.3,0.0033112582781457426
2007-07-12,6108,3167000,95111350,30.5,30.85,29.55,29.55,-0.75,1146,2007,19.57,1.76,12.3,363.465,2.3748974971331864,9.85,18.3,-0.02475247524752475
2007-07-13,6108,3584000,103922750,30.0,30.0,28.3,28.35,-1.2,1254,2007,18.77,1.69,12.3,348.70500000000004,2.27845495917854,9.85,18.3,-0.04060913705583754
2007-07-16,6108,2585000,74797000,28.8,29.4,28.45,28.75,0.4,874,2007,19.04,1.71,12.3,353.625,2.3106024718300886,9.85,18.3,0.014109347442680725
2007-07-17,6108,1475000,42390550,29.2,29.2,28.5,28.8,0.05,574,2007,19.07,1.72,12.3,354.24,2.314620910911532,9.85,18.3,0.0017391304347826335
2007-07-18,6108,2359000,69377650,29.2,29.8,29.2,29.4,0.6,844,2007,19.47,1.75,12.3,361.62,2.362842179888856,9.85,18.3,0.02083333333333326
2007-07-19,6108,2095000,61377700,29.6,29.8,29.0,29.0,-0.4,702,2007,19.21,1.73,12.3,356.70000000000005,2.330694667237307,9.85,18.3,-0.013605442176870701
2007-07-20,6108,4649000,139075250,29.4,30.5,29.0,30.0,1.0,1447,2007,19.87,1.79,12.3,369.0,2.4110634488661797,9.85,18.3,0.034482758620689655
2007-07-23,6108,3786000,116868400,30.35,31.4,30.1,30.8,0.8,1190,2007,20.4,1.83,12.3,378.84,2.475358474169277,9.85,18.3,0.02666666666666669
2007-07-24,6108,3436000,104164600,31.1,31.4,29.65,29.65,-1.15,1163,2007,19.64,1.77,12.3,364.695,2.382934375296074,9.85,18.3,-0.037337662337662406
2007-07-25,6108,3242000,94650750,29.55,30.0,28.85,29.0,-0.65,1128,2007,19.21,1.73,12.3,356.70000000000005,2.330694667237307,9.85,18.3,-0.021922428330522718
2007-07-26,6108,2923000,84078650,29.5,29.5,28.1,28.1,-0.9,880,2007,18.61,1.67,12.3,345.63000000000005,2.2583627637713217,9.85,18.3,-0.03103448275862064
2007-07-27,6108,1575000,44042950,27.0,28.8,27.0,28.1,0.0,586,2007,18.61,1.67,12.3,345.63000000000005,2.2583627637713217,9.85,18.3,0.0
2007-07-30,6108,930000,25940400,28.7,28.7,27.5,27.7,-0.4,352,2007,18.34,1.65,12.3,340.71000000000004,2.226215251119773,9.85,18.3,-0.014234875444839933
2007-07-31,6108,1891000,52784150,28.3,28.4,27.5,28.1,0.4,602,2007,18.61,1.67,12.3,345.63000000000005,2.2583627637713217,9.85,18.3,0.014440433212996467
2007-08-01,6108,3199000,88683600,28.0,28.2,27.1,27.1,-1.0,873,2007,17.95,1.61,12.3,333.33000000000004,2.177993982142449,9.85,18.3,-0.03558718861209964
2007-08-02,6108,2391000,59227350,25.1,25.5,23.5,24.4,0.0,794,2007,16.16,1.45,12.3,300.12,1.9502622053844705,9.85,18.3,-0.0996309963099632
2007-08-03,6108,1535000,38423500,24.85,25.3,24.65,24.8,0.4,455,2007,16.42,1.48,12.3,305.04,1.9822337169481503,9.85,18.3,0.016393442622950907
2007-08-06,6108,1034000,25715650,24.3,25.15,24.3,24.85,0.05,343,2007,16.46,1.48,12.3,305.65500000000003,1.9862301558936104,9.85,18.3,0.002016129032258093
2007-08-07,6108,836000,21016800,25.3,25.3,24.9,25.0,0.15,319,2007,16.56,1.49,12.3,307.5,1.9982194727299905,9.85,18.3,0.00603621730382288
2007-08-08,6108,2524000,66390700,25.2,26.75,25.2,26.5,1.5,837,2007,17.55,1.58,12.3,325.95000000000005,2.11811264109379,9.85,18.3,0.06
2007-08-09,6108,5275000,144073300,26.65,28.1,26.1,28.0,1.5,1434,2007,18.54,1.67,12.3,344.40000000000003,2.238005809457589,9.85,18.3,0.05660377358490566
2007-08-10,6108,2895000,80020200,27.5,27.95,27.2,27.8,-0.2,863,2007,18.41,1.66,12.3,341.94000000000005,2.2220200536757493,9.85,18.3,-0.0071428571428571175
2007-08-13,6108,1981000,54176150,28.0,28.2,26.5,26.6,-1.2,604,2007,17.62,1.58,12.3,327.18000000000006,2.12610551898471,9.85,18.3,-0.043165467625899255
2007-08-14,6108,1119000,29975750,27.0,27.2,26.2,26.3,-0.3,413,2007,17.42,1.57,12.3,323.49,2.1021268853119497,9.85,18.3,-0.01127819548872183
2007-08-15,6108,2020000,50888000,26.1,26.6,24.5,24.8,-1.5,557,2007,16.42,1.48,12.3,305.04,1.9822337169481503,9.85,18.3,-0.057034220532319393
2007-08-16,6108,1978000,46462050,24.5,24.8,23.1,23.1,-1.7,550,2007,15.3,1.38,12.3,284.13000000000005,1.8463547928025112,9.85,18.3,-0.06854838709677416
2007-08-17,6108,1119000,25206450,23.1,23.9,21.65,22.3,-0.8,395,2007,14.77,1.33,12.3,274.29,1.7824117696751511,9.85,18.3,-0.03463203463203466
2007-08-20,6108,935000,21759350,23.2,23.6,22.8,23.6,1.3,300,2007,15.63,1.41,12.3,290.28000000000003,1.886319182257111,9.85,18.3,0.05829596412556057
2007-08-21,6108,715000,16480150,23.6,23.6,22.8,22.8,-0.8,207,2007,15.1,1.36,12.3,280.44,1.8223761591297511,9.85,18.3,-0.03389830508474579
2007-08-22,6108,493000,11270600,23.1,23.1,22.6,23.05,0.25,183,2007,15.26,1.37,12.3,283.51500000000004,1.8423583538570512,9.85,18.3,0.010964912280701754
2007-08-23,6108,1204000,28996500,23.5,24.6,23.5,24.2,1.15,373,2007,16.03,1.44,12.3,297.66,1.9342764496026308,9.85,18.3,0.04989154013015178
2007-08-24,6108,684000,16500800,24.2,24.4,23.8,24.3,0.1,223,2007,16.09,1.45,12.3,298.89000000000004,1.9422693274935507,9.85,18.3,0.004132231404958737
2007-08-27,6108,662000,16226350,25.0,25.0,24.3,24.5,0.2,213,2007,16.23,1.46,12.3,301.35,1.9582550832753904,9.85,18.3,0.00823045267489709
2007-08-28,6108,554000,13552900,24.5,24.9,24.3,24.4,-0.1,189,2007,16.16,1.45,12.3,300.12,1.9502622053844705,9.85,18.3,-0.004081632653061282
2007-08-29,6108,546000,13019850,23.5,24.2,23.5,24.0,-0.4,195,2007,15.89,1.43,12.3,295.20000000000005,1.9182906938207909,9.85,18.3,-0.01639344262295076
2007-08-30,6108,859000,20998250,24.1,24.8,24.1,24.5,0.5,270,2007,16.23,1.46,12.3,301.35,1.9582550832753904,9.85,18.3,0.020833333333333332
2007-08-31,6108,6566000,170793550,24.8,26.2,24.7,25.8,1.3,1743,2007,17.09,1.54,12.3,317.34000000000003,2.06216249585735,9.85,18.3,0.053061224489795944
2007-09-03,6108,2609000,66030850,25.8,25.8,25.05,25.2,-0.6,783,2007,16.69,1.5,12.3,309.96000000000004,2.0304541926101587,9.85,18.3,-0.023255813953488427
2007-09-04,6108,1292000,32276300,25.15,25.5,24.6,24.6,-0.6,468,2007,16.29,1.47,12.3,302.58000000000004,1.9821100451670597,9.85,18.3,-0.023809523809523725
2007-09-05,6108,1186000,29632700,25.2,25.3,24.8,24.85,0.25,392,2007,16.46,1.48,12.3,305.65500000000003,2.0022534399350174,9.85,18.3,0.01016260162601626
2007-09-06,6108,951000,23602500,24.8,25.3,24.3,25.15,0.3,363,2007,16.66,1.5,12.3,309.345,2.0264255136565668,9.85,18.3,0.01207243460764576
2007-09-07,6108,1806000,46022750,25.35,25.85,25.15,25.3,0.15,608,2007,16.75,1.51,12.3,311.19000000000005,2.0385115505173417,9.85,18.3,0.005964214711729707
2007-09-10,6108,600000,14926700,24.8,25.0,24.75,24.85,-0.45,229,2007,16.46,1.48,12.3,305.65500000000003,2.0022534399350174,9.85,18.3,-0.017786561264822105
2007-09-11,6108,499000,12340800,24.85,25.1,24.55,24.6,-0.25,205,2007,16.29,1.47,12.3,302.58000000000004,1.9821100451670597,9.85,18.3,-0.01006036217303823
2007-09-12,6108,2490000,62660400,24.85,25.55,24.6,24.9,0.3,699,2007,11.91,1.48,12.3,306.27,2.006282118888609,9.85,18.3,0.012195121951219396
2007-09-13,6108,6569000,171542300,25.5,26.6,25.25,25.8,0.9,1828,2007,12.34,1.54,12.3,317.34000000000003,2.078798340053257,9.85,18.3,0.0361445783132531
2007-09-14,6108,6630000,175774550,26.2,26.9,25.85,26.2,0.4,1822,2007,12.54,1.56,12.3,322.26,2.11102777168199,9.85,18.3,0.015503875968992192
2007-09-17,6108,1512000,39309000,26.5,26.5,25.6,25.6,-0.6,462,2007,12.25,1.52,12.3,314.88000000000005,2.062683624238891,9.85,18.3,-0.022900763358778546
2007-09-19,6108,1524000,38951400,26.3,26.3,25.05,25.25,-0.35,465,2007,12.08,1.5,12.3,310.57500000000005,2.03448287156375,9.85,18.3,-0.013671875000000056
2007-09-20,6108,1077000,27094500,25.25,25.55,24.75,24.8,-0.45,351,2007,11.87,1.48,12.3,305.04,1.9982247609814252,9.85,18.3,-0.017821782178217793
2007-09-21,6108,531000,13329050,24.8,25.4,24.8,25.1,0.3,187,2007,12.01,1.49,12.3,308.73,2.022396834702975,9.85,18.3,0.012096774193548416
2007-09-26,6108,697000,17571750,25.4,25.45,24.95,25.4,0.3,257,2007,12.15,1.51,12.3,312.42,2.0465689084245247,9.85,18.3,0.011952191235059646
2007-09-27,6108,6559000,175553200,25.4,27.15,25.1,27.15,1.75,1946,2007,12.99,1.62,12.3,333.945,2.18757267180023,9.85,18.3,0.0688976377952756
2007-09-28,6108,4019000,108808050,27.4,27.75,26.5,26.5,-0.65,1253,2007,12.68,1.58,12.3,325.95000000000005,2.13519984540354,9.85,18.3,-0.023941068139963117
2007-10-01,6108,3217000,87750700,27.5,27.7,26.8,26.85,-0.05,1016,2007,12.85,1.6,12.3,330.25500000000005,2.163400598078681,9.85,18.3,0.013207547169811375
2007-10-02,6108,1981000,53379300,27.1,27.35,26.6,26.85,0.0,607,2007,12.85,1.6,12.3,330.25500000000005,2.145920376350724,9.85,18.3,0.0
2007-10-03,6108,3137000,85365750,26.9,27.5,26.9,27.5,0.65,1041,2007,13.16,1.64,12.3,338.25,2.1978700316441304,9.85,18.3,0.024208566108007396
2007-10-04,6108,15603000,446196200,27.95,29.1,27.95,28.75,1.25,4747,2007,13.76,1.71,12.3,353.625,2.297773214900681,9.85,18.3,0.045454545454545456
2007-10-05,6108,4664000,132293850,28.9,28.95,28.0,28.2,-0.55,1565,2007,13.49,1.68,12.3,346.86,2.253815814267799,9.85,18.3,-0.01913043478260872
2007-10-08,6108,2973000,82344350,28.75,28.75,27.2,27.3,-0.9,963,2007,13.06,1.63,12.3,335.79,2.181885522323082,9.85,18.3,-0.031914893617021226
2007-10-09,6108,1225000,32992550,27.3,27.5,26.6,26.9,-0.4,493,2007,12.87,1.6,12.3,330.87,2.149916503680985,9.85,18.3,-0.01465201465201473
2007-10-11,6108,1147000,30927200,27.4,27.4,26.7,26.8,-0.1,474,2007,12.82,1.6,12.3,329.64000000000004,2.141924249020462,9.85,18.3,-0.0037174721189590287
2007-10-12,6108,1272000,33544200,26.5,26.8,26.0,26.0,-0.8,480,2007,12.44,1.55,12.3,319.8,2.0779862117362686,9.85,18.3,-0.029850746268656744
