date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROA,ROE,DailyReturn
2014-01-02,2066,79000,9703000,124.0,124.0,122.0,123.0,1.0,71,2014,27.89,4.87,3.6,442.8,4.1640061726595565,0,0,
2014-01-03,2066,75000,9138000,123.0,123.0,120.5,122.0,-1.0,62,2014,27.66,4.83,3.6,439.2,4.130152463938748,0,0,-0.008130081300813009
2014-01-06,2066,98000,11463500,118.0,119.5,114.5,116.5,-5.5,93,2014,26.42,4.62,3.6,419.4,3.943957065974296,0,0,-0.045081967213114756
2014-01-07,2066,84000,9813000,117.0,119.0,115.0,116.0,-0.5,76,2014,26.3,4.6,3.6,417.6,3.927030211613891,0,0,-0.004291845493562232
2014-01-08,2066,106000,12126500,116.0,117.0,112.0,112.5,-3.5,85,2014,25.51,4.46,3.6,405.0,3.808542231091058,0,0,-0.03017241379310345
2014-01-09,2066,115000,13335000,114.0,117.5,114.0,115.0,2.5,101,2014,26.08,4.56,3.6,414.0,3.893176502893082,0,0,0.022222222222222223
2014-01-10,2066,723000,88797500,116.5,123.0,116.5,123.0,8.0,383,2014,27.89,4.87,3.6,442.8,4.1640061726595565,0,0,0.06956521739130435
2014-01-13,2066,250000,30203000,121.0,122.0,119.5,120.0,-3.0,199,2014,27.21,4.75,3.6,432.0,4.062445046497128,0,0,-0.024390243902439025
2014-01-14,2066,125000,15015000,120.0,122.0,119.0,119.0,-1.0,85,2014,26.98,4.71,3.6,428.4,4.028591337776319,0,0,-0.008333333333333333
2014-01-15,2066,330000,41027500,124.0,127.0,122.0,123.0,4.0,252,2014,27.89,4.87,3.6,442.8,4.1640061726595565,0,0,0.03361344537815126
2014-01-16,2066,204000,24792500,125.0,125.0,119.0,119.0,-4.0,177,2014,26.98,4.71,3.6,428.4,4.028591337776319,0,0,-0.032520325203252036
2014-01-17,2066,173000,20514500,121.0,121.0,117.0,118.0,-1.0,157,2014,26.76,4.68,3.6,424.8,3.9947376290555097,0,0,-0.008403361344537815
2014-01-20,2066,178000,21471500,118.0,122.0,118.0,120.0,2.0,129,2014,27.21,4.75,3.6,432.0,4.062445046497128,0,0,0.01694915254237288
2014-01-21,2066,87000,10385500,122.0,122.5,118.5,119.0,-1.0,65,2014,26.98,4.71,3.6,428.4,4.028591337776319,0,0,-0.008333333333333333
2014-01-22,2066,97000,11619500,122.0,122.0,118.0,119.5,0.5,80,2014,27.1,4.73,3.6,430.2,4.045518192136724,0,0,0.004201680672268907
2014-01-23,2066,56000,6718000,119.5,121.0,119.5,120.0,0.5,53,2014,27.21,4.75,3.6,432.0,4.062445046497128,0,0,0.0041841004184100415
2014-01-24,2066,91000,10844000,119.0,120.0,118.5,119.0,-1.0,73,2014,26.98,4.71,3.6,428.4,4.028591337776319,0,0,-0.008333333333333333
2014-01-27,2066,127000,14970000,118.0,121.5,114.0,119.5,0.5,109,2014,27.1,4.73,3.6,430.2,4.045518192136724,0,0,0.004201680672268907
2014-02-05,2066,178000,20815500,115.0,118.0,115.0,117.0,-2.5,132,2014,26.53,4.64,3.6,421.2,3.850700339267544,0,0,-0.02092050209205021
2014-02-06,2066,205000,24208500,116.0,119.5,116.0,119.0,2.0,152,2014,26.98,4.71,3.6,428.4,3.916524276690921,0,0,0.017094017094017096
2014-02-07,2066,85000,10187500,122.0,122.0,118.0,118.5,-0.5,64,2014,26.87,4.69,3.6,426.6,3.9000682923350767,0,0,-0.004201680672268907
2014-02-10,2066,583000,73241000,119.0,126.5,119.0,126.5,8.0,420,2014,28.68,5.01,3.6,455.4,4.163364042028584,0,0,0.06751054852320675
