date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROE,ROA,DailyReturn
2005-09-02,2436,680918,7782783,11.35,11.55,11.3,11.55,0.25,219,2005,0.0,1.08,22.0,254.1,2.425470012370756,2.84,3.11,
2005-09-05,2436,424867,4856600,11.6,11.6,11.35,11.4,-0.15,134,2005,0.0,1.07,22.0,250.8,2.3939704018204866,2.84,3.11,-0.012987012987013017
2005-09-06,2436,405011,4628326,11.45,11.6,11.2,11.5,0.1,200,2005,0.0,1.07,22.0,253.0,2.414970142187333,2.84,3.11,0.008771929824561372
2005-09-07,2436,451969,5214310,11.7,11.7,11.4,11.5,0.0,207,2005,0.0,1.07,22.0,253.0,2.414970142187333,2.84,3.11,0.0
2005-09-08,2436,1389816,16379820,11.5,12.0,11.4,11.7,0.2,434,2005,0.0,1.09,22.0,257.4,2.456969622921026,2.84,3.11,0.017391304347826025
2005-09-09,2436,389194,4514400,11.7,11.85,11.5,11.5,-0.2,173,2005,0.0,1.07,22.0,253.0,2.414970142187333,2.84,3.11,-0.017094017094017033
2005-09-12,2436,1014820,12035117,11.8,12.0,11.7,11.95,0.45,343,2005,0.0,1.12,22.0,262.9,2.5094689738381417,2.84,3.11,0.039130434782608636
2005-09-13,2436,422744,4951100,11.9,11.9,11.6,11.65,-0.3,160,2005,0.0,1.09,22.0,256.3,2.4464697527376025,2.84,3.11,-0.025104602510460164
2005-09-14,2436,263955,3076968,11.6,11.75,11.6,11.65,0.0,131,2005,0.0,1.09,22.0,256.3,2.4464697527376025,2.84,3.11,0.0
2005-09-15,2436,474741,5538662,11.85,11.9,11.4,11.4,-0.25,184,2005,0.0,1.07,22.0,250.8,2.3939704018204866,2.84,3.11,-0.02145922746781116
2005-09-16,2436,1045492,11766704,11.2,11.5,11.05,11.35,-0.05,278,2005,0.0,1.06,22.0,249.7,2.3834705316370632,2.84,3.11,-0.004385964912280764
2005-09-19,2436,528811,5913692,11.2,11.5,11.05,11.05,-0.3,190,2005,0.0,1.03,22.0,243.1,2.3204713105365244,2.84,3.11,-0.026431718061673916
2005-09-20,2436,1072425,11745197,11.05,11.25,10.6,11.15,0.1,405,2005,0.0,1.04,22.0,245.3,2.3414710509033707,2.84,3.11,0.009049773755656076
2005-09-21,2436,458723,5148070,11.15,11.35,11.1,11.1,-0.05,178,2005,0.0,1.04,22.0,244.2,2.330971180719948,2.84,3.11,-0.004484304932735489
2005-09-22,2436,698436,7623379,10.85,11.1,10.7,10.8,-0.3,239,2005,0.0,1.01,22.0,237.6,2.267971959619409,2.84,3.11,-0.02702702702702693
2005-09-23,2436,772138,8233046,10.8,10.9,10.5,10.75,-0.05,242,2005,0.0,1.0,22.0,236.5,2.257472089435985,2.84,3.11,-0.004629629629629695
2005-09-26,2436,568572,6037400,10.8,10.9,10.45,10.55,-0.2,197,2005,0.0,0.99,22.0,232.1,2.215472608702292,2.84,3.11,-0.01860465116279063
2005-09-27,2436,798099,8434677,10.5,10.6,10.5,10.55,0.0,250,2005,0.0,0.99,22.0,232.1,2.215472608702292,2.84,3.11,0.0
2005-09-28,2436,804905,8486205,10.7,10.7,10.4,10.4,-0.15,254,2005,0.0,0.97,22.0,228.8,2.183972998152023,2.84,3.11,-0.014218009478673018
2005-09-29,2436,1083898,11430974,10.4,10.7,10.35,10.65,0.25,326,2005,0.0,1.0,22.0,234.3,2.236472349069139,2.84,3.11,0.024038461538461536
2005-09-30,2436,1479446,16074798,10.8,11.15,10.7,10.8,0.15,429,2005,0.0,1.01,22.0,237.6,2.267971959619409,2.84,3.11,0.014084507042253554
2005-10-03,2436,721070,7846476,10.9,11.0,10.8,10.85,0.05,269,2005,0.0,1.01,22.0,238.7,2.2911805386913877,2.84,3.11,0.0046296296296295305
2005-10-04,2436,3732313,42921589,11.05,11.6,11.05,11.6,0.75,949,2005,0.0,1.08,22.0,255.2,2.449557073623972,2.84,3.11,0.06912442396313365
2005-10-05,2436,1926095,22177791,11.6,11.75,11.35,11.4,-0.2,538,2005,0.0,1.07,22.0,250.8,2.4073233309752826,2.84,3.11,-0.01724137931034477
2005-10-06,2436,867321,9744271,11.25,11.35,11.1,11.25,-0.15,270,2005,0.0,1.05,22.0,247.5,2.3756480239887656,2.84,3.11,-0.013157894736842136
2005-10-07,2436,710672,7948357,11.25,11.35,11.1,11.1,-0.15,226,2005,0.0,1.04,22.0,244.2,2.343972717002249,2.84,3.11,-0.013333333333333365
2005-10-11,2436,503380,5517759,11.2,11.2,10.8,10.85,-0.25,200,2005,0.0,1.01,22.0,238.7,2.2911805386913877,2.84,3.11,-0.022522522522522525
2005-10-12,2436,731914,7906446,10.8,10.95,10.6,10.7,-0.15,219,2005,0.0,1.0,22.0,235.4,2.2595052317048707,2.84,3.11,-0.013824884792626762
2005-10-13,2436,636823,6831811,10.7,10.85,10.5,10.85,0.15,219,2005,0.0,1.01,22.0,238.7,2.2911805386913877,2.84,3.11,0.014018691588785081
2005-10-14,2436,516589,5559031,10.8,10.95,10.5,10.5,-0.35,158,2005,0.0,0.98,22.0,231.0,2.217271489056181,2.84,3.11,-0.032258064516129004
2005-10-17,2436,2130239,22205944,10.65,10.75,10.2,10.45,-0.05,391,2005,0.0,0.98,22.0,229.9,2.2067130533940094,2.84,3.11,-0.00476190476190483
2005-10-18,2436,912583,9660206,10.4,10.8,10.3,10.75,0.3,274,2005,0.0,1.0,22.0,236.5,2.270063667367043,2.84,3.11,0.028708133971291936
2005-10-19,2436,1497665,15782032,10.6,10.75,10.25,10.75,0.0,368,2005,0.0,1.0,22.0,236.5,2.270063667367043,2.84,3.11,0.0
2005-10-20,2436,1443962,15704107,10.4,11.05,10.4,11.0,0.25,445,2005,0.0,1.03,22.0,242.0,2.3228558456779043,2.84,3.11,0.023255813953488372
2005-10-21,2436,610974,6692509,11.0,11.05,10.8,10.95,-0.05,199,2005,0.0,1.02,22.0,240.9,2.312297410015732,2.84,3.11,-0.00454545454545461
2005-10-24,2436,203278,2227855,10.9,11.1,10.85,10.9,-0.05,100,2005,0.0,1.02,22.0,239.8,2.30173897435356,2.84,3.11,-0.004566210045662003
2005-10-25,2436,2142276,23964918,11.0,11.4,10.85,11.15,0.25,579,2005,0.0,1.04,22.0,245.3,2.3545311526644213,2.84,3.11,0.02293577981651376
2005-10-26,2436,1273573,13773317,11.15,11.15,10.65,10.85,-0.3,362,2005,0.0,1.01,22.0,238.7,2.2911805386913877,2.84,3.11,-0.02690582959641262
2005-10-27,2436,1361358,14577200,10.6,10.9,10.4,10.7,-0.15,289,2005,0.0,1.0,22.0,235.4,2.2595052317048707,2.84,3.11,-0.013824884792626762
2005-10-28,2436,768172,8183794,10.65,10.7,10.55,10.65,-0.05,151,2005,0.0,0.97,22.0,234.3,2.248946796042698,2.84,3.11,-0.004672897196261583
2005-10-31,2436,573535,6202453,10.8,10.95,10.7,10.8,0.15,261,2005,0.0,0.98,22.0,237.6,2.280622103029215,2.84,3.11,0.014084507042253554
2005-11-01,2436,1066629,11728943,10.9,11.15,10.85,10.9,0.1,325,2005,0.0,0.99,22.0,239.8,2.30173897435356,2.84,3.11,0.009259259259259226
2005-11-02,2436,1220202,13454328,10.95,11.2,10.85,10.85,-0.05,318,2005,0.0,0.99,22.0,238.7,2.251230537513121,2.84,3.11,-0.004587155963302818
2005-11-03,2436,1283131,14152782,10.95,11.2,10.9,10.95,0.1,364,2005,0.0,1.0,22.0,240.9,2.271979206061629,2.84,3.11,0.009216589861751119
2005-11-04,2436,2384542,27042856,11.05,11.6,11.05,11.25,0.3,720,2005,0.0,1.02,22.0,247.5,2.334225211707153,2.84,3.11,0.02739726027397267
2005-11-07,2436,1918850,21876101,11.4,11.6,11.2,11.2,-0.05,501,2005,0.0,1.02,22.0,246.4,2.3238508774328994,2.84,3.11,-0.004444444444444508
2005-11-08,2436,533308,5959755,11.25,11.4,11.1,11.1,-0.1,199,2005,0.0,1.01,22.0,244.2,2.303102208884391,2.84,3.11,-0.008928571428571397
2005-11-09,2436,1345744,15158229,11.0,11.35,11.0,11.3,0.2,359,2005,0.0,1.03,22.0,248.6,2.3445995459814077,2.84,3.11,0.018018018018018115
2005-11-10,2436,2749940,31726368,11.4,11.7,11.35,11.45,0.15,644,2005,0.0,1.04,22.0,251.9,2.3757225488041693,2.84,3.11,0.013274336283185714
2005-11-11,2436,2837657,32978198,11.5,11.8,11.35,11.75,0.3,605,2005,0.0,1.07,22.0,258.5,2.4379685544496934,2.84,3.11,0.02620087336244548
2005-11-14,2436,856725,9982937,11.75,11.85,11.5,11.6,-0.15,270,2005,0.0,1.05,22.0,255.2,2.406845551626932,2.84,3.11,-0.012765957446808541
2005-11-15,2436,559635,6385730,11.6,11.6,11.25,11.25,-0.35,220,2005,0.0,1.02,22.0,247.5,2.334225211707153,2.84,3.11,-0.03017241379310342
2005-11-16,2436,522639,5911364,11.25,11.45,11.15,11.4,0.15,212,2005,0.0,1.04,22.0,250.8,2.365348214529915,2.84,3.11,0.013333333333333365
2005-11-17,2436,637790,7271257,11.4,11.55,11.3,11.35,-0.05,218,2005,0.0,1.03,22.0,249.7,2.354973880255661,2.84,3.11,-0.004385964912280764
2005-11-18,2436,1935741,22468578,11.55,11.9,11.4,11.5,0.15,588,2005,0.0,1.05,22.0,253.0,2.3860968830784235,2.84,3.11,0.013215859030837036
2005-11-21,2436,2666874,31238460,11.7,11.9,11.45,11.75,0.25,660,2005,0.0,1.07,22.0,258.5,2.4379685544496934,2.84,3.11,0.021739130434782608
2005-11-22,2436,930233,10742501,11.8,11.8,11.35,11.45,-0.3,286,2005,0.0,1.04,22.0,251.9,2.3757225488041693,2.84,3.11,-0.025531914893617082
2005-11-23,2436,942130,10759206,11.5,11.6,11.35,11.45,0.0,295,2005,0.0,1.04,22.0,251.9,2.3757225488041693,2.84,3.11,0.0
2005-11-24,2436,1226832,14191768,11.45,11.75,11.4,11.6,0.15,367,2005,0.0,1.05,22.0,255.2,2.406845551626932,2.84,3.11,0.01310043668122274
2005-11-25,2436,3323423,39424508,11.6,12.1,11.5,11.95,0.35,799,2005,0.0,1.09,22.0,262.9,2.4794658915467096,2.84,3.11,0.03017241379310342
2005-11-28,2436,2752081,33616841,12.0,12.5,11.95,12.4,0.45,745,2005,0.0,1.13,22.0,272.8,2.572834900014996,2.84,3.11,0.03765690376569047
