date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROA,ROE,DailyReturn
2007-01-02,8932,7,55,7.9,8.0,7.9,8.0,-0.18,5,2007,0.0,1.0,3.78,30.24,0.4970013920640843,0,0,
2007-01-03,8932,12,97,7.5,8.54,7.5,8.48,0.48,5,2007,0.0,1.06,3.78,32.0544,0.5268214755879294,0,0,0.06000000000000005
2007-01-04,8932,0,0,7.5,8.54,7.5,8.48,0.0,0,2007,0.0,1.06,3.78,32.0544,0.5268214755879294,0,0,0.0
2007-01-05,8932,11,89,8.18,8.45,7.89,7.89,-0.59,8,2007,0.0,0.98,3.78,29.8242,0.4901676229232031,0,0,-0.06957547169811329
2007-01-08,8932,15,114,7.5,7.98,7.5,7.98,0.09,5,2007,0.0,1.0,3.78,30.1644,0.495758888583924,0,0,0.011406844106463974
2007-01-09,8932,9,69,7.97,7.97,7.5,7.97,-0.01,7,2007,0.0,0.99,3.78,30.1266,0.4951376368438438,0,0,-0.001253132832080285
2007-01-10,8932,2,16,7.94,7.94,7.9,7.9,-0.07,2,2007,0.0,0.99,3.78,29.862,0.4907888746632832,0,0,-0.008782936010037566
2007-01-11,8932,3,23,7.6,7.88,7.55,7.88,-0.02,3,2007,0.0,0.98,3.78,29.7864,0.4895463711831229,0,0,-0.0025316455696203113
2007-01-12,8932,2,16,7.77,7.77,7.75,7.75,-0.13,2,2007,0.0,0.97,3.78,29.295,0.4814700985620816,0,0,-0.016497461928933997
2007-01-15,8932,19,144,7.5,7.9,7.4,7.4,-0.35,12,2007,0.0,0.92,3.78,27.972,0.4597262876592779,0,0,-0.0451612903225806
2007-01-16,8932,1,7,7.4,7.4,7.4,7.4,0.0,1,2007,0.0,0.92,3.78,27.972,0.4597262876592779,0,0,0.0
2007-01-17,8932,3,21,7.4,7.68,7.4,7.68,0.28,3,2007,0.0,0.96,3.78,29.0304,0.4771213363815207,0,0,0.03783783783783775
2007-01-18,8932,11,81,7.3,7.4,7.2,7.4,-0.28,6,2007,0.0,0.92,3.78,27.972,0.4597262876592779,0,0,-0.03645833333333325
