date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROA,ROE,DailyReturn
2007-01-02,5410,406,4626,11.4,11.4,11.0,11.4,0.7,148,2007,0.0,1.14,4.78,54.492,0.8185374119004272,0,0,
2007-01-03,5410,270,3281,12.15,12.15,12.15,12.15,0.75,138,2007,0.0,1.22,4.78,58.077000000000005,0.8723885574201922,0,0,0.06578947368421052
2007-01-04,5410,266,3454,13.0,13.0,13.0,13.0,0.85,94,2007,0.0,1.3,4.78,62.14,0.9334198556759258,0,0,0.06995884773662549
2007-01-05,5410,51,715,13.9,13.9,13.9,13.9,0.9,46,2007,0.0,1.39,4.78,66.44200000000001,0.998041230299644,0,0,0.06923076923076926
2007-01-08,5410,102,1512,14.85,14.85,14.85,14.85,0.95,75,2007,0.0,1.49,4.78,70.983,1.066252681291346,0,0,0.06834532374100714
2007-01-09,5410,2188,32554,15.85,15.85,13.85,13.85,-1.0,526,2007,0.0,1.39,4.78,66.203,0.9944511539316594,0,0,-0.06734006734006734
2007-01-10,5410,914,12643,12.9,14.8,12.9,14.8,0.95,366,2007,0.0,1.48,4.78,70.74400000000001,1.0626626049233618,0,0,0.06859205776173292
2007-01-11,5410,655,10347,15.8,15.8,15.8,15.8,1.0,228,2007,0.0,1.58,4.78,75.524,1.1344641322830482,0,0,0.06756756756756756
2007-01-12,5410,1213,18949,16.9,16.9,14.7,14.7,-1.1,462,2007,0.0,1.47,4.78,70.266,1.055482452187393,0,0,-0.06962025316455706
2007-01-15,5410,462,6359,13.8,14.7,13.7,13.7,-1.0,185,2007,0.0,1.37,4.78,65.486,0.9836809248277064,0,0,-0.06802721088435375
2007-01-16,5410,388,4958,12.8,12.8,12.75,12.75,-0.95,119,2007,0.0,1.28,4.78,60.945,0.915469473836004,0,0,-0.06934306569343061
2007-01-17,5410,717,9130,11.9,13.55,11.9,13.45,0.7,280,2007,0.0,1.35,4.78,64.291,0.9657305429877848,0,0,0.05490196078431367
