date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROA,ROE,DailyReturn
2007-01-02,5601,10,163,17.55,17.55,15.9,15.9,-0.9,11,2007,93.53,0.81,7.2,114.48,20.21471959316288,0,0,
2007-01-03,5601,2,31,15.1,15.85,15.1,15.85,-0.05,2,2007,93.24,0.8,7.2,114.12,20.151151292555447,0,0,-0.003144654088050359
2007-01-04,5601,0,0,15.1,15.85,15.1,15.85,0.0,1,2007,93.24,0.8,7.2,114.12,20.151151292555447,0,0,0.0
2007-01-05,5601,0,0,15.1,15.85,15.1,15.85,0.0,1,2007,93.24,0.8,7.2,114.12,20.151151292555447,0,0,0.0
2007-01-08,5601,146,2239,15.5,15.65,15.2,15.65,-0.2,5,2007,92.06,0.79,7.2,112.68,19.896878090125725,0,0,-0.01261829652996841
2007-01-09,5601,3,55,15.95,15.95,15.95,15.95,0.3,4,2007,93.82,0.81,7.2,114.84,20.278287893770308,0,0,0.019169329073482358
2007-01-10,5601,2,31,15.0,15.85,15.0,15.85,-0.1,2,2007,93.24,0.8,7.2,114.12,20.151151292555447,0,0,-0.006269592476489006
2007-01-11,5601,23,344,15.05,15.05,14.85,14.85,-1.0,10,2007,87.35,0.75,7.2,106.92,18.87978528040684,0,0,-0.06309148264984227
2007-01-12,5601,2,30,15.45,15.45,15.45,15.45,0.6,4,2007,90.88,0.78,7.2,111.24,19.642604887696,0,0,0.04040404040404038
2007-01-15,5601,4,61,14.55,15.65,14.55,15.5,0.05,4,2007,91.18,0.79,7.2,111.6,19.70617318830343,0,0,0.0032362459546926028
2007-01-16,5601,6,89,14.8,15.25,14.75,15.25,-0.25,6,2007,89.71,0.77,7.2,109.8,19.38833168526628,0,0,-0.016129032258064516
2007-01-17,5601,2,32,15.55,15.55,15.55,15.55,0.3,3,2007,91.47,0.79,7.2,111.96,19.769741488910864,0,0,0.01967213114754103
2007-01-18,5601,0,0,15.55,15.55,15.55,15.55,0.0,0,2007,91.47,0.79,7.2,111.96,19.769741488910864,0,0,0.0
2007-01-19,5601,16,239,14.65,14.85,14.65,14.7,-0.85,10,2007,86.47,0.75,7.2,105.84,18.689080378584546,0,0,-0.05466237942122196
2007-01-22,5601,4,53,14.6,14.6,14.6,14.6,-0.1,5,2007,85.88,0.74,7.2,105.12,18.561943777369684,0,0,-0.0068027210884353505
2007-01-23,5601,2,30,14.6,15.15,14.6,15.15,0.55,2,2007,89.12,0.77,7.2,109.08,19.26119508405142,0,0,0.037671232876712375
2007-01-24,5601,53,779,14.7,14.7,14.5,14.5,-0.65,3,2007,85.29,0.74,7.2,104.4,18.434807176154823,0,0,-0.042904290429042924
2007-01-25,5601,0,5,14.7,14.7,14.5,14.5,0.0,1,2007,85.29,0.74,7.2,104.4,18.434807176154823,0,0,0.0
2007-01-26,5601,0,0,14.7,14.7,14.5,14.5,0.0,0,2007,85.29,0.74,7.2,104.4,18.434807176154823,0,0,0.0
2007-01-29,5601,14,210,14.7,15.0,14.7,15.0,0.5,9,2007,88.24,0.76,7.2,108.0,19.07049018222913,0,0,0.034482758620689655
2007-01-30,5601,16,240,14.9,15.2,14.9,15.2,0.2,4,2007,89.41,0.77,7.2,109.44,19.32476338465885,0,0,0.013333333333333286
2007-01-31,5601,11,165,14.5,15.1,14.5,15.1,-0.1,6,2007,88.82,0.77,7.2,108.72,19.19762678344399,0,0,-0.00657894736842103
2007-02-01,5601,15,226,15.0,15.1,15.0,15.1,0.0,5,2007,88.82,0.77,7.2,108.72,19.19762678344399,0,0,0.0
2007-02-02,5601,25,382,15.1,15.3,15.1,15.3,0.2,7,2007,90.0,0.78,7.2,110.16,19.37151599345842,0,0,0.013245033112582853
2007-02-05,5601,61,941,15.4,15.5,15.35,15.35,0.05,7,2007,90.29,0.78,7.2,110.52,19.43482160128018,0,0,0.0032679738562090806
2007-02-06,5601,21,319,15.35,15.35,15.0,15.0,-0.35,5,2007,88.24,0.76,7.2,108.0,18.991682346527863,0,0,-0.02280130293159607
2007-02-07,5601,2,30,15.05,15.05,15.05,15.05,0.05,1,2007,88.53,0.76,7.2,108.36,19.054987954349627,0,0,0.003333333333333381
2007-02-08,5601,0,0,15.05,15.05,15.05,15.05,0.0,1,2007,88.53,0.76,7.2,108.36,19.054987954349627,0,0,0.0
2007-02-09,5601,25,375,15.05,15.4,14.8,15.4,0.35,11,2007,90.59,0.78,7.2,110.88,19.49812720910194,0,0,0.023255813953488347
2007-02-12,5601,12,178,14.65,15.0,14.65,15.0,-0.4,6,2007,88.24,0.76,7.2,108.0,18.991682346527863,0,0,-0.025974025974025997
2007-02-13,5601,81,1220,14.6,15.3,14.6,15.2,0.2,19,2007,89.41,0.77,7.2,109.44,19.244904777814902,0,0,0.013333333333333286
2007-02-14,5601,28,442,15.0,16.2,15.0,16.2,1.0,10,2007,95.29,0.82,7.2,116.64,20.51101693425009,0,0,0.06578947368421052
2007-02-26,5601,65,1058,16.2,16.9,16.2,16.9,0.7,11,2007,99.41,0.86,7.2,121.68,21.397295443754725,0,0,0.04320987654320983
2007-02-27,5601,0,7,16.2,16.9,16.2,16.9,0.0,2,2007,99.41,0.86,7.2,121.68,21.397295443754725,0,0,0.0
2007-03-01,5601,24,385,16.05,16.6,15.9,16.6,-0.3,11,2007,97.65,0.84,7.2,119.52,21.01746179682417,0,0,-0.017751479289940662
2007-03-02,5601,10,168,17.3,17.3,16.1,16.8,0.2,8,2007,98.82,0.85,7.2,120.96,21.06473016038869,0,0,0.012048192771084293
2007-03-05,5601,23,374,16.05,16.45,15.85,16.45,-0.35,14,2007,96.76,0.84,7.2,118.44,20.6258816153806,0,0,-0.020833333333333415
2007-03-06,5601,11,180,16.0,16.45,16.0,16.45,0.0,7,2007,96.76,0.84,7.2,118.44,20.6258816153806,0,0,0.0
2007-03-07,5601,0,0,16.0,16.45,16.0,16.45,0.0,2,2007,96.76,0.84,7.2,118.44,20.6258816153806,0,0,0.0
2007-03-08,5601,29,465,15.85,16.45,15.85,16.45,0.0,10,2007,96.76,0.84,7.2,118.44,20.6258816153806,0,0,0.0
2007-03-09,5601,0,0,15.85,16.45,15.85,16.45,0.0,1,2007,96.76,0.84,7.2,118.44,20.6258816153806,0,0,0.0
2007-03-12,5601,0,5,15.85,16.45,15.85,16.45,0.0,1,2007,96.76,0.84,7.2,118.44,20.6258816153806,0,0,0.0
2007-03-13,5601,0,0,15.85,16.45,15.85,16.45,0.0,0,2007,96.76,0.84,7.2,118.44,20.6258816153806,0,0,0.0
2007-03-14,5601,31,495,15.8,16.35,15.8,16.35,-0.1,7,2007,96.18,0.83,7.2,117.72,20.50049631680686,0,0,-0.006079027355622971
2007-03-15,5601,25,397,16.0,16.3,15.85,16.3,-0.05,9,2007,95.88,0.83,7.2,117.36,20.437803667519987,0,0,-0.0030581039755352116
2007-03-16,5601,17,274,15.6,16.3,15.6,16.3,0.0,10,2007,95.88,0.83,7.2,117.36,20.437803667519987,0,0,0.0
2007-03-19,5601,0,0,15.6,16.3,15.6,16.3,0.0,0,2007,95.88,0.83,7.2,117.36,20.437803667519987,0,0,0.0
2007-03-20,5601,15,240,15.8,16.1,15.8,16.0,-0.3,7,2007,94.12,0.81,7.2,115.2,20.06164777179876,0,0,-0.018404907975460166
2007-03-21,5601,21,326,15.95,16.0,15.7,15.95,-0.05,9,2007,93.82,0.81,7.2,114.84,19.998955122511884,0,0,-0.0031250000000000444
2007-03-22,5601,25,398,16.25,16.25,15.7,16.0,0.05,11,2007,94.12,0.81,7.2,115.2,20.06164777179876,0,0,0.0031347962382445587
2007-03-23,5601,21,332,15.7,15.95,15.6,15.95,-0.05,8,2007,93.82,0.81,7.2,114.84,19.998955122511884,0,0,-0.0031250000000000444
2007-03-26,5601,13,206,15.9,16.05,15.55,16.05,0.1,5,2007,94.41,0.82,7.2,115.56,20.124340421085627,0,0,0.006269592476489117
2007-03-27,5601,18,281,15.4,16.3,15.4,16.3,0.25,10,2007,95.88,0.83,7.2,117.36,20.437803667519987,0,0,0.01557632398753894
2007-03-28,5601,0,0,15.4,16.3,15.4,16.3,0.0,0,2007,95.88,0.83,7.2,117.36,20.437803667519987,0,0,0.0
2007-03-29,5601,20,316,15.35,17.25,15.35,17.25,0.95,14,2007,101.47,0.88,7.2,124.2,21.62896400397053,0,0,0.05828220858895701
2007-03-30,5601,26,421,16.4,16.4,16.05,16.3,-0.95,18,2007,95.88,0.83,7.2,117.36,20.437803667519987,0,0,-0.0550724637681159
2007-04-02,5601,104,1687,16.9,16.9,16.0,16.0,-0.3,8,2007,94.12,0.81,7.2,115.2,19.92734820965231,0,0,-0.018404907975460166
2007-04-03,5601,0,5,16.9,16.9,16.0,16.0,0.0,1,2007,94.12,0.81,7.2,115.2,19.92734820965231,0,0,0.0
2007-04-04,5601,14,215,15.6,16.45,15.3,16.45,0.45,15,2007,96.76,0.84,7.2,118.44,20.48780487804878,0,0,0.028124999999999956
2007-04-09,5601,8,130,15.65,16.0,15.5,16.0,-0.45,10,2007,94.12,0.81,7.2,115.2,19.92734820965231,0,0,-0.02735562310030391
2007-04-10,5601,28,437,15.8,16.0,15.5,15.5,-0.5,10,2007,91.18,0.79,7.2,111.6,19.30461857810068,0,0,-0.03125
2007-04-11,5601,40,622,15.95,15.95,15.5,15.7,0.2,7,2007,92.35,0.8,7.2,113.04,19.553710430721328,0,0,0.012903225806451568
2007-04-12,5601,11,160,15.3,15.3,15.05,15.05,-0.65,8,2007,88.53,0.76,7.2,108.36,18.744161909704207,0,0,-0.04140127388535023
2007-04-13,5601,36,537,15.0,15.1,14.75,14.75,-0.3,11,2007,86.76,0.75,7.2,106.2,18.370524130773223,0,0,-0.019933554817275795
2007-04-16,5601,40,593,15.35,15.35,14.85,14.9,-0.3,16,2007,87.65,0.76,7.2,107.28,18.55734302023871,0,0,0.010169491525423752
2007-04-17,5601,25,368,15.1,15.15,15.0,15.0,0.1,11,2007,88.24,0.76,7.2,108.0,18.68188894654904,0,0,0.00671140939597313
2007-04-18,5601,21,317,14.95,15.6,14.95,15.5,0.5,10,2007,91.18,0.79,7.2,111.6,19.30461857810068,0,0,0.03333333333333333
2007-04-19,5601,11,165,15.05,15.05,15.0,15.0,-0.5,5,2007,88.24,0.76,7.2,108.0,18.68188894654904,0,0,-0.03225806451612903
2007-04-20,5601,2,30,15.15,15.15,15.0,15.0,0.0,2,2007,88.24,0.76,7.2,108.0,18.68188894654904,0,0,0.0
2007-04-23,5601,11,164,14.95,14.95,14.9,14.9,-0.1,2,2007,87.65,0.76,7.2,107.28,18.55734302023871,0,0,-0.006666666666666643
2007-04-24,5601,22,328,14.85,14.85,14.85,14.85,-0.05,5,2007,87.35,0.75,7.2,106.92,18.49507005708355,0,0,-0.003355704697986625
2007-04-25,5601,20,299,15.05,15.05,14.9,14.9,0.05,9,2007,87.65,0.76,7.2,107.28,18.55734302023871,0,0,0.003367003367003415
2007-04-26,5601,6,95,14.9,15.0,14.9,15.0,0.1,7,2007,88.24,0.76,7.2,108.0,18.68188894654904,0,0,0.00671140939597313
2007-04-27,5601,1,15,14.85,14.85,14.85,14.85,-0.15,1,2007,87.35,0.75,7.2,106.92,18.49507005708355,0,0,-0.010000000000000024
2007-04-30,5601,1,15,15.05,15.05,15.05,15.05,0.2,1,2007,88.53,0.76,7.2,108.36,18.744161909704207,0,0,0.01346801346801354
2007-05-02,5601,8,116,14.4,14.65,14.4,14.65,-0.4,4,2007,86.18,0.74,7.2,105.48,18.011987500213454,0,0,-0.026578073089701018
2007-05-03,5601,20,298,14.8,15.05,14.8,14.85,0.2,12,2007,87.35,0.75,7.2,106.92,18.257884940489404,0,0,0.013651877133105754
2007-05-04,5601,12,174,14.8,14.8,14.8,14.8,-0.05,5,2007,87.06,0.75,7.2,106.56,18.196410580420416,0,0,-0.0033670033670032953
2007-05-07,5601,1,15,14.45,14.45,14.45,14.45,-0.35,3,2007,85.0,0.73,7.2,104.04,17.7660900599375,0,0,-0.023648648648648744
2007-05-08,5601,19,287,14.65,15.15,14.65,15.0,0.55,19,2007,88.24,0.76,7.2,108.0,18.44230802069637,0,0,0.03806228373702427
2007-05-09,5601,20,300,15.0,15.0,14.8,14.8,-0.2,7,2007,87.06,0.75,7.2,106.56,18.196410580420416,0,0,-0.013333333333333286
