date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,year,PER,PBR,equity,mkPrice,PSR,ROE,ROA,DailyReturn
2005-09-02,1540,1231000,18131000,14.25,14.95,14.2,14.65,0.65,373,2005,8.01,1.16,6.19,90.6835,0.7162512785476489,9.0,13.83,
2005-09-05,1540,658465,9725174,14.95,15.1,14.55,14.6,-0.05,220,2005,7.98,1.15,6.19,90.374,0.7138067349348584,9.0,13.83,-0.003412969283276499
2005-09-06,1540,391825,5738679,14.75,14.8,14.5,14.65,0.05,128,2005,8.01,1.16,6.19,90.6835,0.7162512785476489,9.0,13.83,0.003424657534246624
2005-09-07,1540,208760,3059821,14.8,14.8,14.55,14.75,0.1,80,2005,8.06,1.16,6.19,91.3025,0.7211403657732302,9.0,13.83,0.006825938566552877
2005-09-08,1540,336100,4925617,14.8,14.95,14.55,14.6,-0.15,102,2005,7.98,1.15,6.19,90.374,0.7138067349348584,9.0,13.83,-0.010169491525423752
2005-09-09,1540,241050,3497226,14.5,14.7,14.45,14.55,-0.05,111,2005,7.95,1.15,6.19,90.06450000000001,0.7113621913220677,9.0,13.83,-0.0034246575342465023
2005-09-12,1540,400287,5896202,14.65,14.85,14.65,14.75,0.2,156,2005,8.06,1.16,6.19,91.3025,0.7211403657732302,9.0,13.83,0.013745704467353903
2005-09-13,1540,235515,3461654,14.85,14.85,14.6,14.7,-0.05,72,2005,8.03,1.16,6.19,90.993,0.7186958221604395,9.0,13.83,-0.0033898305084746243
2005-09-14,1540,180665,2632822,14.65,14.65,14.5,14.55,-0.15,71,2005,7.95,1.15,6.19,90.06450000000001,0.7113621913220677,9.0,13.83,-0.010204081632652965
2005-09-15,1540,178100,2586847,14.55,14.6,14.45,14.45,-0.1,46,2005,7.9,1.14,6.19,89.4455,0.7064731040964864,9.0,13.83,-0.006872852233677073
2005-09-16,1540,369220,5429361,14.45,14.85,14.45,14.75,0.3,148,2005,8.06,1.16,6.19,91.3025,0.7211403657732302,9.0,13.83,0.020761245674740535
2005-09-19,1540,167196,2465075,14.8,14.85,14.6,14.65,-0.1,75,2005,8.01,1.16,6.19,90.6835,0.7162512785476489,9.0,13.83,-0.006779661016949128
2005-09-20,1540,401999,5937254,14.75,14.9,14.6,14.75,0.1,122,2005,8.06,1.16,6.19,91.3025,0.7211403657732302,9.0,13.83,0.006825938566552877
2005-09-21,1540,873999,13343303,14.85,15.7,14.75,15.15,0.4,235,2005,8.28,1.2,6.19,93.7785,0.7406967146755551,9.0,13.83,0.027118644067796634
2005-09-22,1540,517447,7853286,15.1,15.55,15.0,15.0,-0.15,172,2005,8.2,1.18,6.19,92.85,0.7333630838371832,9.0,13.83,-0.009900990099009924
2005-09-23,1540,498300,7428376,15.0,15.2,14.75,14.75,-0.25,144,2005,8.06,1.16,6.19,91.3025,0.7211403657732302,9.0,13.83,-0.016666666666666666
2005-09-26,1540,203033,3016133,14.8,14.95,14.8,14.95,0.2,53,2005,8.17,1.18,6.19,92.5405,0.7309185402243925,9.0,13.83,0.013559322033898256
2005-09-27,1540,153000,2279800,14.85,15.0,14.85,14.85,-0.1,58,2005,8.11,1.17,6.19,91.9215,0.7260294529988114,9.0,13.83,-0.006688963210702318
2005-09-28,1540,203790,3001718,14.85,14.95,14.6,14.65,-0.2,82,2005,8.01,1.16,6.19,90.6835,0.7162512785476489,9.0,13.83,-0.01346801346801342
2005-09-29,1540,323000,4775850,14.65,14.95,14.65,14.7,0.05,90,2005,8.03,1.16,6.19,90.993,0.7186958221604395,9.0,13.83,0.0034129692832763777
2005-09-30,1540,261100,3859931,14.75,14.9,14.7,14.8,0.1,94,2005,8.09,1.17,6.19,91.612,0.7235849093860208,9.0,13.83,0.006802721088435471
2005-10-03,1540,236880,3542373,14.8,15.15,14.8,14.85,0.05,95,2005,8.11,1.17,6.19,91.9215,0.7210620901830631,9.0,13.83,0.003378378378378306
2005-10-04,1540,127320,1884993,14.85,14.85,14.75,14.85,0.0,70,2005,8.11,1.17,6.19,91.9215,0.7210620901830631,9.0,13.83,0.0
2005-10-05,1540,292350,4393818,14.85,15.3,14.85,14.9,0.05,98,2005,8.14,1.18,6.19,92.231,0.7234899086685279,9.0,13.83,0.003367003367003415
2005-10-06,1540,227500,3378910,14.9,15.05,14.8,14.85,-0.05,106,2005,8.11,1.17,6.19,91.9215,0.7210620901830631,9.0,13.83,-0.003355704697986625
2005-10-07,1540,116000,1712800,14.85,14.85,14.7,14.7,-0.15,48,2005,8.03,1.16,6.19,90.993,0.7137786347266685,9.0,13.83,-0.010101010101010124
2005-10-11,1540,375000,5439900,14.7,14.7,14.2,14.4,-0.3,128,2005,7.87,1.14,6.19,89.13600000000001,0.6992117238138794,9.0,13.83,-0.02040816326530605
2005-10-12,1540,136000,1975750,14.7,14.7,14.4,14.55,0.15,47,2005,7.95,1.15,6.19,90.06450000000001,0.7064951792702739,9.0,13.83,0.01041666666666669
2005-10-13,1540,160250,2320967,14.55,14.65,14.35,14.35,-0.2,57,2005,7.84,1.13,6.19,88.82650000000001,0.6967839053284145,9.0,13.83,-0.013745704467354024
