年份,公司代號,公司名稱,ROE,ROA
2004,2227,裕日車,21.0,30.0
2005,2227,裕日車,18.0,25.0
2006,2227,裕日車,10.32,13.61
2007,2227,裕日車,8.43,10.7
2008,2227,裕日車,2.85,3.44
2009,2227,裕日車,3.72,4.3
2010,2227,裕日車,15.0,17.78
2011,2227,裕日車,16.88,20.86
2013,2227,裕日車,23.35,31.98
2014,2227,裕日車,18.26,25.11
2015,2227,裕日車,12.4,17.04
2016,2227,裕日車,15.3,21.29
2017,2227,裕日車,23.96,31.08
2018,2227,裕日車,22.71,28.28
2019,2227,裕日車,26.66,34.65
2020,2227,裕日車,23.26,         30.25
2021,2227,裕日車,11.59,14.87
2022,2227,裕日車,          9.84,         12.61
