年份,公司代號,公司名稱,ROE,ROA
1999,2449,京元電子,14.7,22.84
2000,2449,京元電子,12.0,19.18
2001,2449,京元電子,         -3.07,-9.01
2002,2449,京元電子,-0.1,-3.37
2003,2449,京元電子,4.82,6.8
2004,2449,京元電子,11.59,18.91
2005,2449,京元電子,5.51,9.17
2006,2449,京元電子,8.81,14.43
2007,2449,京元電子,5.93,9.16
2008,2449,京元電子,1.66,1.78
2009,2449,京元電子,-2.2,-4.89
2010,2449,京元電子,5.46,8.55
2011,2449,京元電子,1.72,2.23
2013,2449,京元電子,5.3,8.52
2014,2449,京元電子,6.94,11.47
2015,2449,京元電子,6.05,10.07
2016,2449,京元電子,7.47,12.95
2017,2449,京元電子,5.65,9.16
2018,2449,京元電子,4.43,7.24
2019,2449,京元電子,6.44,11.99
2020,2449,京元電子,6.77,         13.10
2021,2449,京元電子,8.25,16.3
2022,2449,京元電子,         10.13,         19.44
