年份,公司代號,公司名稱,ROE,ROA
1990,1504,東元,10.61,         14.86
1991,1504,東元,11.3,16.41
1992,1504,東元,10.09,14.94
1993,1504,東元,10.48,15.83
1994,1504,東元,10.9,17.36
1995,1504,東元,8.79,14.55
1996,1504,東元,7.93,12.63
1997,1504,東元,7.74,11.61
1998,1504,東元,5.38,6.82
1999,1504,東元,6.36,8.52
2000,1504,東元,3.61,4.15
2001,1504,東元,          1.00,0.31
2002,1504,東元,1.72,1.69
2003,1504,東元,1.2,1.32
2004,1504,東元,-0.3,-1.27
2005,1504,東元,3.62,5.84
2006,1504,東元,4.44,6.69
2007,1504,東元,4.99,7.31
2008,1504,東元,3.64,5.23
2009,1504,東元,3.74,5.7
2010,1504,東元,4.61,7.0
2011,1504,東元,4.97,7.65
2013,1504,東元,5.23,9.4
2014,1504,東元,5.32,8.84
2015,1504,東元,4.41,6.71
2016,1504,東元,4.82,7.53
2017,1504,東元,2.72,6.24
2018,1504,東元,3.97,5.97
2019,1504,東元,3.9,5.86
2020,1504,東元,3.91,          5.89
2021,1504,東元,4.68,6.74
2022,1504,東元,          3.16,          4.39
