年份,公司代號,公司名稱,ROE,ROA
1997,9943,好樂迪,10.15,30.44
1998,9943,好樂迪,19.88,43.56
1999,9943,好樂迪,27.14,46.57
2000,9943,好樂迪,22.99,31.84
2001,9943,好樂迪,         13.26,16.34
2002,9943,好樂迪,12.91,16.02
2003,9943,好樂迪,4.87,6.57
2004,9943,好樂迪,6.89,9.37
2005,9943,好樂迪,12.11,15.51
2006,9943,好樂迪,-4.03,-5.95
2007,9943,好樂迪,3.15,4.14
2008,9943,好樂迪,9.48,13.07
2009,9943,好樂迪,9.97,13.78
2010,9943,好樂迪,9.15,12.29
2011,9943,好樂迪,17.64,22.99
2013,9943,好樂迪,9.85,12.4
2014,9943,好樂迪,16.16,20.1
2015,9943,好樂迪,23.44,28.76
2016,9943,好樂迪,15.4,18.73
2017,9943,好樂迪,15.24,18.35
2018,9943,好樂迪,18.75,22.4
2019,9943,好樂迪,14.96,19.52
2020,9943,好樂迪,10.87,         15.81
2021,9943,好樂迪,1.26,1.63
2022,9943,好樂迪,          8.74,         13.01
