年份,公司代號,公司名稱,ROE,ROA
1990,2328,廣宇,13.0,         21.72
1991,2328,廣宇,15.73,26.86
1992,2328,廣宇,12.12,18.68
1993,2328,廣宇,17.27,27.64
1994,2328,廣宇,4.62,5.76
1995,2328,廣宇,4.5,5.1
1996,2328,廣宇,3.42,2.45
1997,2328,廣宇,11.59,21.79
1998,2328,廣宇,-17.36,-68.94
1999,2328,廣宇,-2.76,-19.49
2000,2328,廣宇,3.84,4.45
2001,2328,廣宇,          2.55,3.04
2002,2328,廣宇,2.45,2.85
2003,2328,廣宇,5.19,6.56
2004,2328,廣宇,9.06,12.57
2005,2328,廣宇,8.09,12.22
2006,2328,廣宇,5.55,7.37
2007,2328,廣宇,6.26,7.33
2008,2328,廣宇,4.03,4.88
2009,2328,廣宇,4.45,5.37
2010,2328,廣宇,2.25,2.57
2011,2328,廣宇,-1.91,-2.21
2013,2328,廣宇,2.83,4.29
2014,2328,廣宇,2.12,3.24
2015,2328,廣宇,2.59,4.08
2016,2328,廣宇,6.83,11.06
2017,2328,廣宇,4.42,7.22
2018,2328,廣宇,6.31,11.01
2019,2328,廣宇,5.36,9.19
2020,2328,廣宇,3.86,          6.23
2021,2328,廣宇,5.21,8.65
2022,2328,廣宇,          6.43,         10.85
