年份,公司代號,公司名稱,ROE,ROA
1990,9908,大台北,3.88,          4.73
1991,9908,大台北,4.81,7.05
1992,9908,大台北,-0.91,-1.78
1993,9908,大台北,-0.3,-1.96
1994,9908,大台北,3.71,4.55
1995,9908,大台北,2.53,3.84
1996,9908,大台北,2.29,3.66
1997,9908,大台北,3.55,5.81
1998,9908,大台北,5.5,8.85
1999,9908,大台北,4.44,6.98
2000,9908,大台北,1.34,2.08
2001,9908,大台北,          2.52,4.01
2003,9908,大台北,4.3,7.49
2004,9908,大台北,3.95,7.0
2005,9908,大台北,4.27,7.02
2006,9908,大台北,6.34,9.5
2007,9908,大台北,3.88,5.58
2008,9908,大台北,4.18,5.99
2009,9908,大台北,4.61,6.6
2010,9908,大台北,6.25,8.81
2011,9908,大台北,5.01,7.01
2013,9908,大台北,4.62,6.14
2014,9908,大台北,4.84,6.55
2015,9908,大台北,4.45,6.07
2016,9908,大台北,4.83,6.62
2017,9908,大台北,5.11,7.04
2018,9908,大台北,4.31,6.0
2019,9908,大台北,5.24,7.37
2020,9908,大台北,5.01,          7.03
2021,9908,大台北,5.13,7.14
2022,9908,大台北,          4.44,          6.17
