年份,公司代號,公司名稱,ROE,ROA
1999,6152,百一,15.93,38.06
2000,6152,百一,9.7,21.01
2001,6152,百一,         11.73,20.58
2002,6152,百一,-0.37,-1.55
2003,6152,百一,12.95,23.52
2004,6152,百一,12.28,22.62
2005,6152,百一,-7.35,-14.94
2006,6152,百一,1.29,0.6
2007,6152,百一,15.61,20.89
2008,6152,百一,8.21,10.0
2009,6152,百一,11.07,14.2
2010,6152,百一,11.34,15.22
2011,6152,百一,10.75,16.09
2013,6152,百一,4.67,10.87
2014,6152,百一,-3.64,-9.03
2015,6152,百一,-4.68,-12.85
2016,6152,百一,-0.39,-2.3
2017,6152,百一,-2.64,-9.62
2018,6152,百一,-10.59,-35.86
2019,6152,百一,0.08,0.93
2020,6152,百一,0.96,          1.74
2021,6152,百一,0.61,0.81
2022,6152,百一,          4.63,          9.49
