年份,公司代號,公司名稱,ROE,ROA
1997,2034,允強,8.96,20.78
1998,2034,允強,6.32,7.01
1999,2034,允強,6.56,8.59
2000,2034,允強,6.09,8.19
2001,2034,允強,          1.63,-0.53
2002,2034,允強,5.03,7.31
2003,2034,允強,6.47,11.29
2004,2034,允強,17.54,29.94
2005,2034,允強,5.69,8.87
2006,2034,允強,16.56,37.21
2007,2034,允強,9.08,13.93
2008,2034,允強,1.04,0.56
2009,2034,允強,2.71,3.76
2010,2034,允強,5.49,8.91
2011,2034,允強,4.29,7.08
2013,2034,允強,6.05,9.83
2014,2034,允強,8.86,13.93
2015,2034,允強,5.12,7.41
2016,2034,允強,7.47,10.92
2017,2034,允強,7.18,10.85
2018,2034,允強,7.97,11.78
2019,2034,允強,5.41,8.13
2020,2034,允強,3.52,          5.12
2021,2034,允強,7.99,13.62
2022,2034,允強,          3.01,          5.23
