年份,公司代號,公司名稱,ROE,ROA
1998,6142,友勁,5.0,12.0
1999,6142,友勁,6.0,13.0
2000,6142,友勁,7.0,15.0
2001,6142,友勁,         15.00,27.0
2002,6142,友勁,12.35,21.32
2003,6142,友勁,9.58,16.54
2004,6142,友勁,8.75,16.16
2005,6142,友勁,14.98,30.13
2006,6142,友勁,5.36,10.86
2007,6142,友勁,7.39,15.51
2008,6142,友勁,3.53,7.17
2009,6142,友勁,3.37,6.94
2010,6142,友勁,2.63,5.49
2011,6142,友勁,-1.27,-3.71
2013,6142,友勁,1.48,2.97
2014,6142,友勁,-1.99,-7.16
2015,6142,友勁,-1.53,-4.84
2016,6142,友勁,3.04,5.12
2017,6142,友勁,-4.2,-6.67
2018,6142,友勁,-4.66,-7.93
2019,6142,友勁,-7.01,-13.64
2020,6142,友勁,-8.95,        -20.36
2021,6142,友勁,8.07,15.32
2022,6142,友勁,          2.00,          2.98
