年份,公司代號,公司名稱,ROE,ROA
1994,1532,勤美,8.17,10.26
1995,1532,勤美,6.92,8.19
1996,1532,勤美,5.1,6.67
2001,1532,勤美,          5.37,7.1
2002,1532,勤美,8.19,12.78
2003,1532,勤美,7.82,13.12
2004,1532,勤美,12.76,23.61
2005,1532,勤美,7.51,12.47
2006,1532,勤美,8.65,16.37
2007,1532,勤美,5.1,9.2
2008,1532,勤美,2.53,3.1
2009,1532,勤美,19.8,35.91
2010,1532,勤美,6.57,10.1
2011,1532,勤美,3.38,4.79
2013,1532,勤美,11.16,21.59
2014,1532,勤美,3.49,6.07
2015,1532,勤美,5.22,9.6
2016,1532,勤美,5.02,9.06
2017,1532,勤美,3.08,6.07
2018,1532,勤美,6.71,14.65
2019,1532,勤美,2.17,4.05
2020,1532,勤美,2.31,          4.99
2021,1532,勤美,3.99,10.29
2022,1532,勤美,          2.35,          5.92
