年份,公司代號,公司名稱,ROE,ROA
1990,1217,愛之味,9.15,         11.28
1991,1217,愛之味,5.09,6.08
1992,1217,愛之味,4.55,5.53
1993,1217,愛之味,5.29,5.8
1994,1217,愛之味,5.96,6.83
1995,1217,愛之味,4.6,5.45
1996,1217,愛之味,5.04,5.89
1998,1217,愛之味,4.97,5.66
1999,1217,愛之味,3.49,4.23
2000,1217,愛之味,-2.63,-6.45
2001,1217,愛之味,         -1.19,-6.01
2002,1217,愛之味,4.08,4.53
2003,1217,愛之味,3.66,4.71
2004,1217,愛之味,2.02,1.46
2005,1217,愛之味,3.04,4.17
2006,1217,愛之味,-1.86,-6.59
2007,1217,愛之味,-1.84,-6.47
2008,1217,愛之味,2.56,2.72
2009,1217,愛之味,2.69,3.54
2010,1217,愛之味,2.89,3.76
2011,1217,愛之味,1.02,0.22
2013,1217,愛之味,-0.05,-2.76
2014,1217,愛之味,-1.94,-7.44
2015,1217,愛之味,1.46,1.11
2016,1217,愛之味,1.82,2.14
2017,1217,愛之味,2.02,2.69
2018,1217,愛之味,1.42,1.14
2019,1217,愛之味,1.34,1.16
2020,1217,愛之味,2.65,          4.23
2021,1217,愛之味,2.32,3.41
2022,1217,愛之味,          2.77,          4.30
