年份,公司代號,公司名稱,ROE,ROA
2000,6176,瑞儀,11.5,15.61
2001,6176,瑞儀,         20.46,36.7
2002,6176,瑞儀,26.66,42.5
2003,6176,瑞儀,14.67,23.88
2004,6176,瑞儀,23.95,40.24
2005,6176,瑞儀,19.33,27.9
2006,6176,瑞儀,11.47,15.37
2007,6176,瑞儀,12.04,15.83
2008,6176,瑞儀,7.98,9.6
2009,6176,瑞儀,9.06,10.05
2010,6176,瑞儀,16.76,18.3
2011,6176,瑞儀,22.32,26.1
2013,6176,瑞儀,9.79,22.27
2014,6176,瑞儀,7.27,15.93
2015,6176,瑞儀,6.0,12.61
2016,6176,瑞儀,6.33,13.4
2017,6176,瑞儀,6.24,13.19
2018,6176,瑞儀,9.47,20.51
2019,6176,瑞儀,11.02,22.06
2020,6176,瑞儀,10.16,         18.41
2021,6176,瑞儀,8.55,17.27
2022,6176,瑞儀,         10.28,         20.80
