年份,公司代號,公司名稱,ROE,ROA
1997,2428,興勤,19.26,22.33
1998,2428,興勤,7.27,7.73
1999,2428,興勤,7.33,8.26
2000,2428,興勤,6.41,7.41
2001,2428,興勤,          7.68,8.9
2002,2428,興勤,9.72,11.52
2003,2428,興勤,11.41,14.17
2004,2428,興勤,12.3,16.19
2005,2428,興勤,3.84,5.39
2006,2428,興勤,11.34,16.0
2007,2428,興勤,14.15,18.87
2008,2428,興勤,8.32,11.15
2009,2428,興勤,14.71,19.43
2010,2428,興勤,16.67,21.31
2011,2428,興勤,9.99,13.07
2013,2428,興勤,9.37,13.19
2014,2428,興勤,11.49,15.47
2015,2428,興勤,11.13,15.06
2016,2428,興勤,12.99,18.25
2017,2428,興勤,14.44,20.21
2018,2428,興勤,12.47,16.87
2019,2428,興勤,13.17,17.73
2020,2428,興勤,14.03,         19.77
2021,2428,興勤,13.5,20.23
2022,2428,興勤,         10.62,         16.14
