年份,公司代號,公司名稱,ROE,ROA
1994,2363,矽統,29.59,41.15
1995,2363,矽統,24.33,31.32
1996,2363,矽統,16.1,19.53
1998,2363,矽統,18.53,23.89
2000,2363,矽統,-0.41,-1.21
2001,2363,矽統,         -0.28,-3.33
2002,2363,矽統,-10.71,-25.59
2003,2363,矽統,1.72,1.2
2004,2363,矽統,-8.35,-11.34
2005,2363,矽統,4.87,5.8
2006,2363,矽統,0.87,0.94
2007,2363,矽統,-10.56,-11.58
2008,2363,矽統,-47.38,-51.96
2009,2363,矽統,5.04,5.28
2010,2363,矽統,1.07,1.11
2011,2363,矽統,-6.18,-6.42
2013,2363,矽統,-3.76,-3.89
2014,2363,矽統,-1.51,-1.54
2015,2363,矽統,0.13,0.14
2016,2363,矽統,-2.72,-2.75
2017,2363,矽統,-3.95,-3.99
2018,2363,矽統,-2.55,-2.58
2019,2363,矽統,-3.16,-3.21
2020,2363,矽統,-2.36,         -2.38
2021,2363,矽統,0.9,0.9
2022,2363,矽統,          2.38,          2.40
