年份,公司代號,公司名稱,ROE,ROA
1992,1514,亞力,7.27,14.1
1993,1514,亞力,6.44,11.83
1994,1514,亞力,5.96,10.64
1996,1514,亞力,4.85,8.26
1997,1514,亞力,4.24,6.25
1999,1514,亞力,4.96,6.86
2000,1514,亞力,5.31,7.42
2001,1514,亞力,          3.80,5.29
2002,1514,亞力,-0.92,-2.44
2003,1514,亞力,-0.77,-1.88
2004,1514,亞力,1.31,1.97
2005,1514,亞力,1.5,1.95
2006,1514,亞力,1.64,2.34
2007,1514,亞力,1.79,2.67
2008,1514,亞力,-3.23,-6.18
2009,1514,亞力,1.05,1.55
2010,1514,亞力,1.96,3.06
2011,1514,亞力,1.96,3.32
2013,1514,亞力,1.64,2.59
2014,1514,亞力,2.55,4.14
2015,1514,亞力,2.57,4.32
2016,1514,亞力,2.19,3.59
2017,1514,亞力,2.45,4.28
2018,1514,亞力,4.04,7.47
2019,1514,亞力,5.32,9.93
2020,1514,亞力,5.52,          9.96
2021,1514,亞力,5.3,10.62
2022,1514,亞力,          6.01,         13.97
