年份,公司代號,公司名稱,ROE,ROA
1998,1730,花仙子,11.26,15.38
1999,1730,花仙子,9.35,11.84
2000,1730,花仙子,4.06,5.03
2001,1730,花仙子,          5.91,7.19
2002,1730,花仙子,3.97,4.78
2003,1730,花仙子,4.08,5.08
2004,1730,花仙子,4.76,6.15
2005,1730,花仙子,6.01,7.84
2006,1730,花仙子,6.76,9.01
2007,1730,花仙子,4.48,5.94
2008,1730,花仙子,4.15,5.53
2009,1730,花仙子,8.06,10.88
2010,1730,花仙子,9.61,13.0
2011,1730,花仙子,9.13,12.97
2013,1730,花仙子,15.35,22.89
2014,1730,花仙子,7.87,11.59
2015,1730,花仙子,9.29,14.34
2016,1730,花仙子,11.0,16.69
2017,1730,花仙子,10.31,15.24
2018,1730,花仙子,13.24,21.1
2019,1730,花仙子,13.38,21.32
2020,1730,花仙子,14.71,         21.10
2021,1730,花仙子,11.05,15.73
2022,1730,花仙子,         10.63,         14.92
