年份,公司代號,公司名稱,ROE,ROA
1998,2380,虹光,22.61,44.61
1999,2380,虹光,20.16,44.1
2000,2380,虹光,23.71,39.73
2001,2380,虹光,         15.45,18.96
2002,2380,虹光,7.51,8.83
2003,2380,虹光,13.74,18.34
2004,2380,虹光,7.67,10.15
2005,2380,虹光,14.36,17.31
2006,2380,虹光,7.12,8.35
2007,2380,虹光,8.07,9.54
2008,2380,虹光,2.38,2.76
2009,2380,虹光,0.39,0.45
2010,2380,虹光,2.05,2.37
2011,2380,虹光,1.02,1.16
2013,2380,虹光,-5.23,-6.8
2014,2380,虹光,-1.81,-2.39
2015,2380,虹光,-5.14,-6.43
2016,2380,虹光,-8.08,-10.07
2017,2380,虹光,-18.53,-25.69
2018,2380,虹光,-13.68,-22.26
2019,2380,虹光,-6.14,-12.71
2020,2380,虹光,-14.49,        -32.24
2021,2380,虹光,-3.99,-11.98
2022,2380,虹光,         -0.37,         -3.34
