年份,公司代號,公司名稱,ROE,ROA
2004,3701,大眾控,-42.0,-42.0
2005,3701,大眾控,-47.0,-67.0
2006,3701,大眾控,-31.0,-78.0
2007,3701,大眾控,-11.43,-37.0
2008,3701,大眾控,-10.22,-32.36
2009,3701,大眾控,-30.9,-79.49
2010,3701,大眾控,-13.36,-32.91
2011,3701,大眾控,-31.0,-48.2
2013,3701,大眾控,-5.27,-14.22
2014,3701,大眾控,-4.09,-15.36
2015,3701,大眾控,-4.83,-18.09
2016,3701,大眾控,2.83,7.26
2017,3701,大眾控,1.22,1.62
2018,3701,大眾控,7.39,14.49
2019,3701,大眾控,1.93,2.9
2020,3701,大眾控,0.33,         -0.35
2021,3701,大眾控,5.16,9.97
2022,3701,大眾控,          7.74,         14.65
