年份,公司代號,公司名稱,ROE,ROA
1999,8940,新天地,4.75,8.59
2000,8940,新天地,7.9,14.63
2001,8940,新天地,          7.91,13.69
2002,8940,新天地,8.58,14.53
2003,8940,新天地,7.3,11.54
2004,8940,新天地,6.69,10.59
2005,8940,新天地,8.74,13.82
2006,8940,新天地,5.76,8.67
2007,8940,新天地,7.52,10.96
2008,8940,新天地,7.58,9.96
2009,8940,新天地,0.82,0.85
2010,8940,新天地,5.64,7.08
2011,8940,新天地,11.06,14.12
2013,8940,新天地,-2.41,-4.42
2014,8940,新天地,-5.15,-11.3
2015,8940,新天地,-0.19,-1.35
2016,8940,新天地,2.25,3.73
2017,8940,新天地,-0.76,-2.39
2018,8940,新天地,-1.08,-3.21
2019,8940,新天地,0.46,-0.09
2020,8940,新天地,-2.37,         -6.75
2021,8940,新天地,-6.42,-16.81
2022,8940,新天地,          1.73,          3.52
