年份,公司代號,公司名稱,ROE,ROA
1998,2850,新產,1.96,7.58
1999,2850,新產,3.07,11.6
2000,2850,新產,2.26,8.25
2001,2850,新產,          2.25,8.31
2002,2850,新產,-0.66,-2.67
2003,2850,新產,2.3,9.35
2004,2850,新產,3.11,12.65
2005,2850,新產,2.91,11.72
2006,2850,新產,3.08,11.12
2007,2850,新產,3.12,10.95
2008,2850,新產,2.12,10.41
2009,2850,新產,4.03,18.54
2010,2850,新產,6.84,25.6
2011,2850,新產,2.39,9.49
2013,2850,新產,3.91,14.51
2014,2850,新產,3.9,14.17
2015,2850,新產,4.46,15.69
2016,2850,新產,3.54,12.52
2017,2850,新產,4.31,14.9
2018,2850,新產,5.44,17.35
2019,2850,新產,4.56,14.03
2020,2850,新產,4.35,         13.09
2021,2850,新產,5.41,15.83
2022,2850,新產,          4.56,         13.23
