年份,公司代號,公司名稱,ROE,ROA
1990,1907,永豐餘,3.41,          2.09
1991,1907,永豐餘,4.03,3.05
1992,1907,永豐餘,4.7,4.41
1993,1907,永豐餘,7.87,10.39
1994,1907,永豐餘,9.01,12.41
1995,1907,永豐餘,6.52,8.12
1996,1907,永豐餘,2.91,2.57
1997,1907,永豐餘,2.75,2.27
1998,1907,永豐餘,0.82,-3.38
1999,1907,永豐餘,5.75,7.14
2000,1907,永豐餘,4.01,3.9
2001,1907,永豐餘,          3.20,2.67
2002,1907,永豐餘,3.39,4.31
2003,1907,永豐餘,8.61,13.36
2004,1907,永豐餘,7.73,12.33
2005,1907,永豐餘,4.75,7.24
2006,1907,永豐餘,3.73,5.25
2007,1907,永豐餘,3.61,5.04
2008,1907,永豐餘,-0.27,-1.79
2009,1907,永豐餘,5.77,8.69
2010,1907,永豐餘,3.91,5.87
2011,1907,永豐餘,5.08,7.8
2013,1907,永豐餘,1.16,1.31
2014,1907,永豐餘,1.5,1.86
2015,1907,永豐餘,1.7,2.49
2016,1907,永豐餘,1.19,1.28
2017,1907,永豐餘,2.6,5.01
2018,1907,永豐餘,2.41,4.33
2019,1907,永豐餘,2.84,5.44
2020,1907,永豐餘,5.85,         12.11
2021,1907,永豐餘,6.3,12.51
2022,1907,永豐餘,          2.56,          4.20
