年份,公司代號,公司名稱,ROE,ROA
1998,4526,東台,1.75,0.99
1999,4526,東台,4.42,7.31
2000,4526,東台,9.24,19.01
2001,4526,東台,         10.47,18.5
2002,4526,東台,8.23,13.84
2003,4526,東台,13.09,25.13
2004,4526,東台,13.99,28.54
2005,4526,東台,12.94,25.18
2006,4526,東台,15.65,27.43
2007,4526,東台,8.6,15.39
2008,4526,東台,6.76,12.23
2009,4526,東台,1.85,2.63
2010,4526,東台,7.58,14.0
2011,4526,東台,6.43,12.32
2013,4526,東台,3.56,6.99
2014,4526,東台,5.66,11.59
2015,4526,東台,2.65,5.06
2016,4526,東台,0.81,1.05
2017,4526,東台,-0.99,-3.91
2018,4526,東台,2.76,6.69
2019,4526,東台,1.11,1.48
2020,4526,東台,-1.88,         -6.93
2021,4526,東台,1.44,2.81
2022,4526,東台,          1.48,          2.53
