年份,公司代號,公司名稱,ROE,ROA
1990,2101,南港,-5.4,         -9.08
1991,2101,南港,-2.28,-15.68
1992,2101,南港,-3.63,-9.2
1993,2101,南港,-0.69,-5.5
1994,2101,南港,-3.16,-12.63
1995,2101,南港,5.46,8.06
1996,2101,南港,0.07,0.15
1997,2101,南港,2.9,3.28
1998,2101,南港,5.12,39.53
1999,2101,南港,-5.12,-22.22
2000,2101,南港,-10.39,-54.18
2001,2101,南港,         -4.27,-25.59
2002,2101,南港,6.58,24.33
2003,2101,南港,3.77,6.02
2004,2101,南港,10.69,19.59
2005,2101,南港,13.39,23.35
2006,2101,南港,12.36,19.31
2007,2101,南港,15.84,23.24
2008,2101,南港,-3.7,-6.45
2009,2101,南港,9.59,13.6
2010,2101,南港,4.62,6.12
2011,2101,南港,8.54,13.1
2013,2101,南港,2.72,4.17
2014,2101,南港,2.13,2.93
2015,2101,南港,4.13,6.98
2016,2101,南港,4.78,8.77
2017,2101,南港,3.12,5.66
2018,2101,南港,1.2,1.72
2019,2101,南港,4.87,10.77
2020,2101,南港,3.1,          7.86
2021,2101,南港,-0.49,-2.21
2022,2101,南港,         -2.47,         -9.49
