年份,公司代號,公司名稱,ROE,ROA
1991,2516,新建,13.21,33.4
1992,2516,新建,9.95,21.6
1993,2516,新建,8.44,15.83
1994,2516,新建,7.1,11.58
1995,2516,新建,3.42,4.65
1996,2516,新建,1.29,1.47
1997,2516,新建,-4.13,-9.1
1998,2516,新建,1.52,0.06
1999,2516,新建,-1.99,-7.05
2000,2516,新建,1.8,0.43
2001,2516,新建,         -3.73,-12.21
2002,2516,新建,-8.43,-27.52
2003,2516,新建,5.03,2.18
2004,2516,新建,1.69,1.07
2005,2516,新建,-6.75,-23.88
2006,2516,新建,-7.13,-27.44
2007,2516,新建,2.02,3.28
2008,2516,新建,2.9,6.52
2009,2516,新建,2.66,8.46
2010,2516,新建,7.01,21.55
2011,2516,新建,3.11,9.17
2013,2516,新建,-0.08,-0.98
2014,2516,新建,1.86,5.15
2015,2516,新建,1.51,4.17
2016,2516,新建,0.65,0.64
2017,2516,新建,-5.04,-20.99
2018,2516,新建,1.22,2.86
2019,2516,新建,0.86,1.35
2020,2516,新建,-10.14,        -33.70
2021,2516,新建,2.14,5.96
2022,2516,新建,        -12.04,        -46.24
