年份,公司代號,公司名稱,ROE,ROA
2000,6202,盛群,22.0,39.0
2001,6202,盛群,         11.00,16.0
2002,6202,盛群,12.0,17.0
2003,6202,盛群,16.0,21.0
2004,6202,盛群,22.94,29.05
2005,6202,盛群,24.0,30.0
2006,6202,盛群,25.0,31.0
2007,6202,盛群,20.0,24.0
2008,6202,盛群,14.0,17.0
2009,6202,盛群,15.0,18.0
2010,6202,盛群,17.0,22.0
2011,6202,盛群,11.0,14.0
2013,6202,盛群,16.0,20.0
2014,6202,盛群,16.0,20.0
2015,6202,盛群,16.0,20.0
2016,6202,盛群,15.0,20.0
2017,6202,盛群,18.0,23.0
2018,6202,盛群,19.0,26.0
2019,6202,盛群,17.0,22.0
2020,6202,盛群,18.0,         24.00
2021,6202,盛群,28.0,40.0
2022,6202,盛群,         15.00,         22.00
