年份,公司代號,公司名稱,ROE,ROA
1996,2464,盟立,7.57,10.41
1997,2464,盟立,5.88,8.8
1998,2464,盟立,5.75,9.17
1999,2464,盟立,6.19,9.51
2000,2464,盟立,9.38,17.15
2001,2464,盟立,          8.23,15.09
2002,2464,盟立,10.22,18.58
2003,2464,盟立,6.71,14.17
2004,2464,盟立,8.37,20.13
2005,2464,盟立,13.38,27.04
2006,2464,盟立,16.49,28.17
2007,2464,盟立,16.38,27.29
2008,2464,盟立,10.68,17.47
2009,2464,盟立,7.43,12.39
2010,2464,盟立,10.85,19.05
2011,2464,盟立,6.56,11.81
2013,2464,盟立,5.92,11.25
2014,2464,盟立,6.26,11.68
2015,2464,盟立,8.01,16.49
2016,2464,盟立,5.7,13.77
2017,2464,盟立,4.21,11.97
2018,2464,盟立,8.2,24.99
2019,2464,盟立,5.82,16.66
2020,2464,盟立,4.63,         12.55
2021,2464,盟立,4.7,12.77
2022,2464,盟立,          4.34,         12.20
