年份,公司代號,公司名稱,ROE,ROA
1990,2013,中鋼構,11.95,         43.23
1991,2013,中鋼構,9.32,25.9
1992,2013,中鋼構,7.17,13.85
1993,2013,中鋼構,3.04,3.29
1994,2013,中鋼構,2.64,2.19
1995,2013,中鋼構,3.2,3.4
1996,2013,中鋼構,3.3,3.3
1997,2013,中鋼構,3.8,4.66
1998,2013,中鋼構,5.2,6.4
1999,2013,中鋼構,4.5,6.3
2000,2013,中鋼構,4.6,6.47
2001,2013,中鋼構,          4.56,7.05
2002,2013,中鋼構,2.48,4.03
2003,2013,中鋼構,1.59,2.96
2004,2013,中鋼構,2.15,4.6
2005,2013,中鋼構,2.68,6.05
2006,2013,中鋼構,3.61,8.17
2007,2013,中鋼構,3.76,8.57
2008,2013,中鋼構,3.36,7.46
2009,2013,中鋼構,3.02,7.15
2010,2013,中鋼構,4.92,9.57
2011,2013,中鋼構,6.59,13.16
2013,2013,中鋼構,3.52,9.72
2014,2013,中鋼構,2.19,5.67
2015,2013,中鋼構,1.61,3.9
2016,2013,中鋼構,0.88,1.67
2017,2013,中鋼構,0.71,1.29
2018,2013,中鋼構,1.07,2.8
2019,2013,中鋼構,1.32,3.7
2020,2013,中鋼構,4.56,         13.87
2021,2013,中鋼構,3.6,9.89
2022,2013,中鋼構,          3.85,          9.18
