年份,公司代號,公司名稱,ROE,ROA
1996,2415,錩新,16.44,26.07
1997,2415,錩新,15.5,24.82
1998,2415,錩新,13.4,16.97
1999,2415,錩新,9.46,10.86
2000,2415,錩新,10.45,11.67
2001,2415,錩新,          9.55,12.11
2002,2415,錩新,7.91,11.16
2003,2415,錩新,7.59,11.65
2004,2415,錩新,4.26,6.47
2005,2415,錩新,2.07,3.01
2006,2415,錩新,2.29,3.33
2007,2415,錩新,4.02,6.36
2008,2415,錩新,2.11,2.44
2009,2415,錩新,-1.47,-4.37
2010,2415,錩新,1.1,1.0
2011,2415,錩新,5.97,11.17
2013,2415,錩新,3.36,5.21
2014,2415,錩新,6.07,10.83
2015,2415,錩新,3.06,4.23
2016,2415,錩新,6.5,11.62
2017,2415,錩新,4.16,7.31
2018,2415,錩新,3.26,4.98
2019,2415,錩新,2.14,2.4
2020,2415,錩新,1.68,          2.57
2021,2415,錩新,3.67,9.29
2022,2415,錩新,          1.42,          0.04
