年份,公司代號,公司名稱,ROE,ROA
1990,2010,春源,7.67,         10.70
1991,2010,春源,8.24,13.18
1992,2010,春源,6.47,9.21
1993,2010,春源,4.27,4.63
1994,2010,春源,5.52,7.32
1995,2010,春源,10.81,15.66
2000,2010,春源,3.44,4.79
2001,2010,春源,          2.48,3.39
2002,2010,春源,6.2,10.33
2003,2010,春源,6.23,11.19
2004,2010,春源,10.36,19.33
2005,2010,春源,6.3,11.44
2006,2010,春源,4.51,7.97
2007,2010,春源,3.13,5.02
2008,2010,春源,2.62,3.92
2009,2010,春源,2.72,4.35
2010,2010,春源,5.64,8.75
2011,2010,春源,3.57,5.67
2013,2010,春源,2.78,4.14
2014,2010,春源,2.64,3.82
2015,2010,春源,4.2,6.17
2016,2010,春源,4.24,5.88
2017,2010,春源,2.65,3.59
2018,2010,春源,1.68,2.22
2019,2010,春源,1.57,2.16
2020,2010,春源,3.14,          4.83
2021,2010,春源,6.26,10.9
2022,2010,春源,          3.17,          5.24
