年份,公司代號,公司名稱,ROE,ROA
1999,6155,鈞寶,23.37,30.16
2000,6155,鈞寶,29.13,37.62
2001,6155,鈞寶,         11.46,13.86
2002,6155,鈞寶,14.99,20.36
2003,6155,鈞寶,13.34,20.0
2004,6155,鈞寶,15.56,23.36
2005,6155,鈞寶,12.6,19.17
2006,6155,鈞寶,13.71,19.29
2007,6155,鈞寶,13.27,16.67
2008,6155,鈞寶,9.52,11.43
2009,6155,鈞寶,12.21,14.43
2010,6155,鈞寶,6.81,8.15
2011,6155,鈞寶,4.2,5.08
2013,6155,鈞寶,6.04,8.54
2014,6155,鈞寶,5.86,8.18
2015,6155,鈞寶,4.94,7.05
2016,6155,鈞寶,4.03,5.8
2017,6155,鈞寶,2.29,3.11
2018,6155,鈞寶,5.94,9.24
2019,6155,鈞寶,3.83,5.66
2020,6155,鈞寶,1.65,          2.39
2021,6155,鈞寶,3.16,5.69
2022,6155,鈞寶,          7.42,         12.90
