年份,公司代號,公司名稱,ROE,ROA
1990,1442,名軒,0.45,         -9.33
1991,1442,名軒,-14.15,-45.07
1992,1442,名軒,-9.17,-27.41
1993,1442,名軒,-8.32,-30.82
1994,1442,名軒,4.85,1.94
1995,1442,名軒,5.75,6.65
1996,1442,名軒,2.5,2.86
1997,1442,名軒,16.23,27.83
1998,1442,名軒,0.67,0.13
1999,1442,名軒,-7.21,-27.52
2000,1442,名軒,-10.65,-37.55
2001,1442,名軒,        -11.74,-18.62
2002,1442,名軒,-14.65,-28.74
2003,1442,名軒,-6.73,-13.31
2004,1442,名軒,1.5,1.53
2005,1442,名軒,0.27,0.22
2006,1442,名軒,6.5,11.35
2007,1442,名軒,4.96,10.66
2008,1442,名軒,9.27,17.8
2009,1442,名軒,9.6,16.39
2010,1442,名軒,7.99,17.31
2011,1442,名軒,10.02,23.37
2013,1442,名軒,11.6,32.79
2014,1442,名軒,3.37,9.5
2015,1442,名軒,4.03,12.27
2016,1442,名軒,4.25,10.76
2017,1442,名軒,5.0,10.29
2018,1442,名軒,1.15,2.22
2019,1442,名軒,0.89,1.95
2020,1442,名軒,0.79,          1.45
2021,1442,名軒,3.89,9.07
2022,1442,名軒,          4.24,         10.84
