年份,公司代號,公司名稱,ROE,ROA
2002,9946,三發地產,6.62,7.79
2003,9946,三發地產,7.64,9.82
2004,9946,三發地產,10.2,13.37
2005,9946,三發地產,0.13,0.04
2006,9946,三發地產,1.93,2.37
2007,9946,三發地產,-6.94,-10.13
2008,9946,三發地產,-4.6,-9.66
2009,9946,三發地產,2.13,3.34
2010,9946,三發地產,3.33,10.23
2011,9946,三發地產,5.72,19.37
2013,9946,三發地產,13.74,41.31
2014,9946,三發地產,0.32,1.23
2015,9946,三發地產,7.52,18.72
2016,9946,三發地產,4.84,8.59
2017,9946,三發地產,4.69,8.13
2018,9946,三發地產,3.93,6.8
2019,9946,三發地產,14.45,26.69
2020,9946,三發地產,2.36,          2.76
2021,9946,三發地產,2.4,3.4
2022,9946,三發地產,          1.77,          2.15
