年份,公司代號,公司名稱,ROE,ROA
1995,2911,麗嬰房,6.46,13.48
1996,2911,麗嬰房,5.25,11.84
1997,2911,麗嬰房,4.69,7.07
1998,2911,麗嬰房,1.84,1.33
1999,2911,麗嬰房,-1.44,-5.06
2000,2911,麗嬰房,1.84,0.78
2001,2911,麗嬰房,          2.05,0.78
2002,2911,麗嬰房,-4.81,-11.16
2003,2911,麗嬰房,2.67,3.91
2004,2911,麗嬰房,3.83,6.41
2005,2911,麗嬰房,6.35,11.26
2006,2911,麗嬰房,4.04,6.34
2007,2911,麗嬰房,4.84,6.98
2008,2911,麗嬰房,4.81,7.06
2009,2911,麗嬰房,7.17,10.62
2010,2911,麗嬰房,7.89,11.81
2011,2911,麗嬰房,6.07,8.68
2013,2911,麗嬰房,-0.07,-1.7
2014,2911,麗嬰房,-0.57,-2.75
2015,2911,麗嬰房,-0.1,-1.57
2016,2911,麗嬰房,0.46,-0.38
2017,2911,麗嬰房,6.91,13.33
2018,2911,麗嬰房,-1.42,-3.39
2019,2911,麗嬰房,-6.65,-14.54
2020,2911,麗嬰房,-5.42,        -13.33
2021,2911,麗嬰房,-4.03,-11.94
2022,2911,麗嬰房,        -11.63,        -37.97
