年份,公司代號,公司名稱,ROE,ROA
1993,6005,群益證,4.56,8.61
1994,6005,群益證,8.03,21.18
1995,6005,群益證,3.46,4.93
1996,6005,群益證,3.29,17.15
1997,6005,群益證,6.28,29.28
1998,6005,群益證,0.19,0.78
1999,6005,群益證,3.34,13.01
2000,6005,群益證,3.38,10.31
2001,6005,群益證,          2.58,6.96
2002,6005,群益證,1.59,4.1
2003,6005,群益證,2.01,4.96
2004,6005,群益證,2.89,7.43
2005,6005,群益證,0.93,2.8
2006,6005,群益證,2.18,7.24
2007,6005,群益證,3.75,11.29
2008,6005,群益證,-10.88,-29.0
2009,6005,群益證,5.72,13.94
2010,6005,群益證,2.96,6.92
2011,6005,群益證,1.36,2.87
2013,6005,群益證,2.32,5.0
2014,6005,群益證,2.95,6.62
2015,6005,群益證,2.14,5.05
2016,6005,群益證,1.51,4.0
2017,6005,群益證,2.98,9.5
2018,6005,群益證,1.46,4.38
2019,6005,群益證,2.9,7.67
2020,6005,群益證,3.3,         10.22
2021,6005,群益證,3.71,14.07
2022,6005,群益證,          0.54,          2.26
