年份,公司代號,公司名稱,ROE,ROA
1996,2349,錸德,9.63,15.58
1997,2349,錸德,12.87,18.39
1998,2349,錸德,9.63,13.88
1999,2349,錸德,16.27,20.61
2000,2349,錸德,13.41,17.14
2001,2349,錸德,          4.27,4.56
2002,2349,錸德,-2.31,-6.23
2003,2349,錸德,2.27,2.2
2004,2349,錸德,-7.49,-12.09
2005,2349,錸德,-2.61,-4.75
2006,2349,錸德,-16.84,-28.1
2007,2349,錸德,1.08,0.07
2008,2349,錸德,-10.63,-17.19
2009,2349,錸德,-6.6,-11.33
2010,2349,錸德,-2.33,-4.36
2011,2349,錸德,-4.86,-8.11
2013,2349,錸德,-7.54,-12.73
2014,2349,錸德,-9.23,-15.4
2015,2349,錸德,-6.13,-10.57
2016,2349,錸德,-8.55,-13.98
2017,2349,錸德,-13.33,-20.67
2018,2349,錸德,-4.71,-8.89
2019,2349,錸德,-10.88,-21.1
2020,2349,錸德,-3.34,         -7.47
2021,2349,錸德,-0.14,-1.21
2022,2349,錸德,          0.26,         -0.64
