年份,公司代號,公司名稱,ROE,ROA
1990,1308,亞聚,9.17,         10.49
1991,1308,亞聚,11.73,13.26
1992,1308,亞聚,8.4,9.4
1993,1308,亞聚,4.93,5.44
1994,1308,亞聚,12.32,13.81
1995,1308,亞聚,12.96,14.75
1996,1308,亞聚,27.7,32.26
1997,1308,亞聚,11.56,13.47
1998,1308,亞聚,10.73,12.22
1999,1308,亞聚,8.06,8.98
2000,1308,亞聚,-1.46,-1.64
2001,1308,亞聚,         -2.20,-2.57
2002,1308,亞聚,5.3,6.4
2003,1308,亞聚,5.02,6.3
2004,1308,亞聚,10.26,12.92
2005,1308,亞聚,6.45,7.74
2006,1308,亞聚,6.91,7.86
2007,1308,亞聚,12.08,14.04
2008,1308,亞聚,5.16,6.0
2009,1308,亞聚,14.9,17.0
2010,1308,亞聚,17.48,19.79
2011,1308,亞聚,16.87,18.99
2013,1308,亞聚,5.21,5.76
2014,1308,亞聚,4.94,5.48
2015,1308,亞聚,5.29,5.99
2016,1308,亞聚,5.52,7.32
2017,1308,亞聚,4.06,5.85
2018,1308,亞聚,2.09,2.95
2019,1308,亞聚,5.33,8.28
2020,1308,亞聚,6.73,          9.88
2021,1308,亞聚,17.4,22.5
2022,1308,亞聚,          8.23,          9.75
