年份,公司代號,公司名稱,ROE,ROA
1990,2371,大同,5.64,          1.83
1991,2371,大同,5.52,2.15
1992,2371,大同,6.86,7.84
1993,2371,大同,10.45,19.23
1994,2371,大同,10.02,20.98
1995,2371,大同,10.5,17.08
1996,2371,大同,10.66,18.49
1997,2371,大同,6.01,8.86
1998,2371,大同,0.41,-0.93
1999,2371,大同,5.74,9.69
2001,2371,大同,         -7.52,-18.75
2002,2371,大同,-4.69,-12.66
2003,2371,大同,0.64,0.32
2004,2371,大同,5.43,9.73
2005,2371,大同,-6.2,-12.83
2006,2371,大同,-8.71,-19.67
2007,2371,大同,4.83,8.64
2008,2371,大同,-6.63,-16.83
2009,2371,大同,-11.41,-28.33
2010,2371,大同,-3.86,-10.93
2011,2371,大同,2.67,4.34
2013,2371,大同,-1.31,-8.5
2014,2371,大同,0.0,-4.81
2015,2371,大同,-3.48,-19.49
2016,2371,大同,0.01,-5.25
2017,2371,大同,2.2,2.48
2018,2371,大同,-15.72,-51.31
2019,2371,大同,-5.46,-30.73
2020,2371,大同,-2.29,        -19.00
2021,2371,大同,4.13,10.43
2022,2371,大同,          7.07,         16.01
