年份,公司代號,公司名稱,ROE,ROA
1998,5525,順天,6.59,15.35
1999,5525,順天,12.0,22.62
2000,5525,順天,6.43,10.57
2001,5525,順天,          3.04,4.58
2002,5525,順天,5.48,7.48
2003,5525,順天,6.72,9.24
2004,5525,順天,20.06,30.26
2005,5525,順天,15.75,24.55
2006,5525,順天,12.13,22.34
2007,5525,順天,10.14,19.86
2008,5525,順天,6.03,12.31
2009,5525,順天,3.98,9.2
2010,5525,順天,4.37,11.29
2011,5525,順天,0.99,2.64
2013,5525,順天,7.48,17.6
2014,5525,順天,6.26,15.2
2015,5525,順天,6.04,14.06
2016,5525,順天,0.81,1.39
2017,5525,順天,2.85,6.85
2018,5525,順天,9.11,21.42
2019,5525,順天,3.82,8.49
2020,5525,順天,0.51,          0.96
2021,5525,順天,-0.16,-1.27
2022,5525,順天,          3.89,         14.26
