年份,公司代號,公司名稱,ROE,ROA
1998,3040,遠見,23.0,39.0
1999,3040,遠見,25.0,44.0
2000,3040,遠見,34.0,56.0
2001,3040,遠見,         21.00,30.0
2002,3040,遠見,16.0,22.0
2003,3040,遠見,9.0,12.0
2004,3040,遠見,-2.0,-3.0
2005,3040,遠見,-21.0,-28.0
2006,3040,遠見,0.01,0.0
2007,3040,遠見,0.09,0.1
2008,3040,遠見,7.0,7.0
2009,3040,遠見,3.0,3.0
2010,3040,遠見,2.0,2.0
2011,3040,遠見,1.7,1.77
2013,3040,遠見,1.84,2.0
2014,3040,遠見,30.05,35.63
2015,3040,遠見,7.03,8.19
2016,3040,遠見,9.0,9.81
2017,3040,遠見,37.64,40.5
2018,3040,遠見,4.59,4.98
2019,3040,遠見,5.77,6.39
2020,3040,遠見,24.51,         26.75
2021,3040,遠見,8.01,8.71
2022,3040,遠見,          7.01,          7.64
