年份,公司代號,公司名稱,ROE,ROA
1993,1517,利奇,9.61,12.92
1994,1517,利奇,9.14,12.24
1995,1517,利奇,16.77,23.0
1996,1517,利奇,13.64,16.9
1997,1517,利奇,17.0,21.49
1998,1517,利奇,15.85,19.87
1999,1517,利奇,8.55,10.29
2000,1517,利奇,-10.78,-12.57
2001,1517,利奇,        -11.16,-13.27
2002,1517,利奇,1.01,0.95
2003,1517,利奇,4.17,4.99
2004,1517,利奇,4.97,6.14
2005,1517,利奇,0.66,0.83
2006,1517,利奇,6.69,7.97
2007,1517,利奇,4.45,5.59
2008,1517,利奇,6.85,8.63
2009,1517,利奇,5.85,7.25
2010,1517,利奇,9.33,11.41
2011,1517,利奇,7.06,8.72
2013,1517,利奇,7.11,10.79
2014,1517,利奇,4.59,6.73
2015,1517,利奇,2.77,3.98
2016,1517,利奇,0.2,0.29
2017,1517,利奇,1.57,2.19
2018,1517,利奇,1.28,1.8
2019,1517,利奇,0.35,0.48
2020,1517,利奇,4.38,          6.13
2021,1517,利奇,9.41,13.77
2022,1517,利奇,         10.00,         13.93
