年份,公司代號,公司名稱,ROE,ROA
1997,2855,統一證,4.24,17.61
1998,2855,統一證,2.65,4.47
1999,2855,統一證,4.35,13.56
2000,2855,統一證,2.71,0.8
2001,2855,統一證,          4.96,8.34
2002,2855,統一證,2.86,4.99
2003,2855,統一證,4.71,11.8
2004,2855,統一證,3.91,8.14
2005,2855,統一證,2.86,6.08
2006,2855,統一證,4.74,12.31
2007,2855,統一證,5.69,12.73
2008,2855,統一證,-0.44,-2.88
2009,2855,統一證,5.75,11.03
2010,2855,統一證,4.15,9.03
2011,2855,統一證,1.51,2.75
2013,2855,統一證,2.63,6.2
2014,2855,統一證,2.8,6.98
2015,2855,統一證,1.87,4.2
2016,2855,統一證,1.31,3.63
2017,2855,統一證,3.43,10.81
2018,2855,統一證,1.98,4.76
2019,2855,統一證,3.37,9.05
2020,2855,統一證,3.66,         12.85
2021,2855,統一證,3.54,13.1
2022,2855,統一證,          0.83,          2.39
