年份,公司代號,公司名稱,ROE,ROA
2000,3017,奇鋐,9.02,15.01
2001,3017,奇鋐,          9.62,16.26
2002,3017,奇鋐,11.81,22.66
2003,3017,奇鋐,8.33,18.29
2004,3017,奇鋐,7.55,16.09
2005,3017,奇鋐,0.33,0.02
2006,3017,奇鋐,-2.95,-9.21
2007,3017,奇鋐,5.97,13.43
2008,3017,奇鋐,5.43,9.86
2009,3017,奇鋐,8.84,15.02
2010,3017,奇鋐,10.49,18.17
2011,3017,奇鋐,6.09,10.35
2013,3017,奇鋐,1.57,3.42
2014,3017,奇鋐,3.57,9.34
2015,3017,奇鋐,3.28,8.78
2016,3017,奇鋐,3.52,10.12
2017,3017,奇鋐,3.6,10.44
2018,3017,奇鋐,2.94,8.19
2019,3017,奇鋐,3.42,10.8
2020,3017,奇鋐,5.42,         19.60
2021,3017,奇鋐,6.49,25.23
2022,3017,奇鋐,          7.87,         29.83
