年份,公司代號,公司名稱,ROE,ROA
1998,5434,崇越,5.49,9.9
1999,5434,崇越,11.87,24.32
2000,5434,崇越,21.89,49.67
2001,5434,崇越,         13.50,23.25
2002,5434,崇越,12.57,20.36
2003,5434,崇越,10.57,19.3
2004,5434,崇越,7.9,16.17
2005,5434,崇越,7.5,14.06
2006,5434,崇越,7.7,13.46
2007,5434,崇越,9.26,17.74
2008,5434,崇越,4.64,8.61
2009,5434,崇越,5.45,9.51
2010,5434,崇越,9.74,16.84
2011,5434,崇越,12.97,21.66
2013,5434,崇越,8.97,15.73
2014,5434,崇越,8.91,15.82
2015,5434,崇越,9.01,16.62
2016,5434,崇越,9.98,19.51
2017,5434,崇越,7.25,14.28
2018,5434,崇越,8.73,17.09
2019,5434,崇越,9.44,18.95
2020,5434,崇越,10.16,         20.53
2021,5434,崇越,9.99,20.48
2022,5434,崇越,         11.33,         24.46
