年份,公司代號,公司名稱,ROE,ROA
1993,6191,精成科,7.77,11.26
1994,6191,精成科,6.08,7.63
1995,6191,精成科,-2.34,-8.99
1996,6191,精成科,-5.61,-19.53
1997,6191,精成科,0.69,-3.14
1998,6191,精成科,-10.83,-28.71
1999,6191,精成科,1.29,-1.83
2000,6191,精成科,9.84,26.55
2001,6191,精成科,         -9.98,-39.66
2002,6191,精成科,6.85,13.61
2003,6191,精成科,10.59,16.94
2004,6191,精成科,11.08,21.27
2005,6191,精成科,12.01,26.05
2006,6191,精成科,10.9,20.91
2007,6191,精成科,10.1,16.07
2008,6191,精成科,3.9,5.29
2009,6191,精成科,5.54,8.32
2010,6191,精成科,3.92,6.17
2011,6191,精成科,5.19,8.28
2013,6191,精成科,-0.88,-3.7
2014,6191,精成科,1.17,1.26
2015,6191,精成科,-0.75,-3.04
2016,6191,精成科,2.73,4.85
2017,6191,精成科,2.17,3.55
2018,6191,精成科,2.11,3.19
2019,6191,精成科,3.35,6.07
2020,6191,精成科,5.59,         10.88
2021,6191,精成科,9.25,18.58
2022,6191,精成科,          7.59,         14.59
