年份,公司代號,公司名稱,ROE,ROA
1997,2497,怡利電,10.8,19.53
1998,2497,怡利電,24.79,31.72
1999,2497,怡利電,29.44,40.74
2000,2497,怡利電,20.06,27.21
2001,2497,怡利電,         16.21,19.86
2002,2497,怡利電,11.08,13.43
2003,2497,怡利電,3.14,3.59
2004,2497,怡利電,0.47,0.33
2005,2497,怡利電,0.47,-2.16
2006,2497,怡利電,0.69,0.67
2007,2497,怡利電,6.4,8.64
2008,2497,怡利電,-14.01,-19.78
2009,2497,怡利電,-12.01,-17.1
2010,2497,怡利電,6.6,9.6
2011,2497,怡利電,11.03,16.59
2013,2497,怡利電,13.97,20.71
2014,2497,怡利電,17.61,26.41
2015,2497,怡利電,6.52,10.0
2016,2497,怡利電,0.63,0.59
2017,2497,怡利電,-2.78,-5.22
2018,2497,怡利電,-7.53,-14.89
2019,2497,怡利電,0.47,0.04
2020,2497,怡利電,-2.46,         -5.88
2021,2497,怡利電,3.58,7.06
2022,2497,怡利電,         10.37,         20.13
