年份,公司代號,公司名稱,ROE,ROA
1994,1524,耿鼎,7.51,10.64
1995,1524,耿鼎,8.27,12.56
1996,1524,耿鼎,9.18,15.04
1997,1524,耿鼎,7.75,10.81
1998,1524,耿鼎,5.67,8.98
1999,1524,耿鼎,9.21,17.05
2000,1524,耿鼎,2.14,2.49
2001,1524,耿鼎,          3.41,4.6
2002,1524,耿鼎,2.86,4.2
2004,1524,耿鼎,6.41,13.32
2005,1524,耿鼎,2.79,5.23
2006,1524,耿鼎,3.19,6.22
2007,1524,耿鼎,2.03,3.57
2008,1524,耿鼎,1.91,2.92
2009,1524,耿鼎,0.05,-1.41
2010,1524,耿鼎,-0.01,-1.77
2011,1524,耿鼎,0.77,0.3
2013,1524,耿鼎,-0.12,-2.47
2014,1524,耿鼎,0.84,0.32
2015,1524,耿鼎,-3.15,-9.65
2016,1524,耿鼎,5.31,11.08
2017,1524,耿鼎,3.75,7.72
2018,1524,耿鼎,4.24,8.81
2019,1524,耿鼎,3.33,6.56
2020,1524,耿鼎,1.07,          1.61
2021,1524,耿鼎,1.54,2.79
2022,1524,耿鼎,          6.67,         14.10
