年份,公司代號,公司名稱,ROE,ROA
1992,1459,聯發,8.92,12.02
1993,1459,聯發,8.86,12.91
1994,1459,聯發,8.65,14.5
1995,1459,聯發,6.33,8.05
1996,1459,聯發,6.58,7.38
1997,1459,聯發,6.75,7.83
1998,1459,聯發,2.43,3.32
1999,1459,聯發,4.41,4.76
2000,1459,聯發,0.96,0.05
2001,1459,聯發,          2.59,2.21
2002,1459,聯發,2.21,2.49
2003,1459,聯發,2.29,2.63
2004,1459,聯發,4.99,6.47
2005,1459,聯發,-3.08,-5.36
2006,1459,聯發,1.78,1.88
2007,1459,聯發,5.2,7.93
2008,1459,聯發,-6.47,-14.41
2009,1459,聯發,3.83,6.4
2010,1459,聯發,10.28,17.25
2011,1459,聯發,4.96,7.34
2013,1459,聯發,3.47,4.72
2014,1459,聯發,2.88,4.36
2015,1459,聯發,3.6,6.01
2016,1459,聯發,-5.73,-12.53
2017,1459,聯發,1.98,2.84
2018,1459,聯發,-4.39,-11.58
2019,1459,聯發,-0.55,-2.85
2020,1459,聯發,-2.38,         -6.44
2021,1459,聯發,12.7,24.42
2022,1459,聯發,         -6.74,        -14.14
