年份,公司代號,公司名稱,ROE,ROA
1993,1731,美吾華,3.66,3.5
1994,1731,美吾華,5.99,7.12
1995,1731,美吾華,2.61,2.58
1996,1731,美吾華,7.61,11.27
1997,1731,美吾華,8.65,11.14
1998,1731,美吾華,2.76,3.62
1999,1731,美吾華,4.66,8.34
2000,1731,美吾華,2.44,2.83
2001,1731,美吾華,          3.04,4.98
2002,1731,美吾華,4.13,7.77
2003,1731,美吾華,3.12,5.71
2004,1731,美吾華,2.23,4.01
2005,1731,美吾華,1.27,2.14
2006,1731,美吾華,1.35,2.42
2007,1731,美吾華,2.21,4.21
2008,1731,美吾華,3.11,5.34
2009,1731,美吾華,2.39,3.78
2010,1731,美吾華,2.31,3.55
2011,1731,美吾華,1.79,2.54
2013,1731,美吾華,2.71,3.81
2014,1731,美吾華,3.35,4.72
2015,1731,美吾華,3.21,4.57
2016,1731,美吾華,3.6,5.24
2017,1731,美吾華,3.4,4.93
2018,1731,美吾華,3.03,4.35
2019,1731,美吾華,3.87,5.78
2020,1731,美吾華,6.72,          9.41
2021,1731,美吾華,6.52,8.46
2022,1731,美吾華,          6.27,          8.08
