年份,公司代號,公司名稱,ROE,ROA
1995,1618,合機,5.76,6.83
1996,1618,合機,8.4,11.73
1997,1618,合機,13.48,25.95
1998,1618,合機,12.81,19.05
1999,1618,合機,9.59,11.87
2000,1618,合機,2.69,2.54
2001,1618,合機,          2.51,2.1
2002,1618,合機,1.66,0.57
2003,1618,合機,7.17,11.51
2004,1618,合機,5.99,9.62
2005,1618,合機,1.67,1.77
2006,1618,合機,3.42,4.37
2007,1618,合機,1.01,0.52
2008,1618,合機,-1.75,-3.61
2009,1618,合機,5.9,6.81
2010,1618,合機,6.61,7.22
2011,1618,合機,2.78,3.03
2013,1618,合機,-1.3,-1.45
2014,1618,合機,-0.3,-0.33
2015,1618,合機,2.49,2.67
2016,1618,合機,1.25,1.35
2017,1618,合機,1.93,2.07
2018,1618,合機,-0.24,-0.26
2019,1618,合機,1.54,1.69
2020,1618,合機,5.01,          5.55
2021,1618,合機,4.85,5.26
2022,1618,合機,          5.30,          5.81
