年份,公司代號,公司名稱,ROE,ROA
1990,9914,美利達,8.71,         14.97
1991,9914,美利達,9.09,18.29
1992,9914,美利達,8.72,17.61
1993,9914,美利達,7.4,13.0
1994,9914,美利達,2.2,-1.9
1995,9914,美利達,-2.4,-9.8
1996,9914,美利達,3.6,5.0
2000,9914,美利達,5.2,7.6
2001,9914,美利達,         -3.10,-6.9
2002,9914,美利達,2.9,3.8
2003,9914,美利達,4.0,6.4
2004,9914,美利達,7.6,13.1
2005,9914,美利達,10.5,17.8
2006,9914,美利達,11.26,18.84
2007,9914,美利達,16.88,29.56
2008,9914,美利達,12.56,23.59
2009,9914,美利達,10.88,20.42
2010,9914,美利達,11.68,21.3
2011,9914,美利達,15.53,27.97
2013,9914,美利達,16.66,30.36
2014,9914,美利達,16.81,29.29
2015,9914,美利達,13.88,23.48
2016,9914,美利達,8.8,14.48
2017,9914,美利達,3.86,6.35
2018,9914,美利達,8.17,13.77
2019,9914,美利達,10.47,18.07
2020,9914,美利達,15.01,         26.37
2021,9914,美利達,14.81,27.09
2022,9914,美利達,          9.01,         17.24
