年份,公司代號,公司名稱,ROE,ROA
1990,2913,農林,-5.89,        -12.87
1991,2913,農林,-5.57,-12.89
1992,2913,農林,-1.54,-9.59
1993,2913,農林,6.57,10.24
1994,2913,農林,6.65,7.41
1995,2913,農林,2.29,0.54
1996,2913,農林,7.24,13.42
1997,2913,農林,4.4,5.45
1998,2913,農林,-1.69,-6.81
1999,2913,農林,-2.11,-9.03
2000,2913,農林,-2.97,-12.48
2001,2913,農林,          3.00,2.0
2002,2913,農林,-8.97,-31.0
2003,2913,農林,0.8,-2.0
2004,2913,農林,-12.38,-50.0
2005,2913,農林,-2.33,-11.0
2006,2913,農林,0.34,-2.0
2007,2913,農林,1.59,1.02
2008,2913,農林,1.13,0.16
2009,2913,農林,1.49,1.36
2010,2913,農林,1.41,1.79
2011,2913,農林,1.48,1.92
2013,2913,農林,4.9,7.49
2014,2913,農林,4.15,5.88
2015,2913,農林,3.36,4.88
2016,2913,農林,1.44,1.92
2017,2913,農林,2.74,3.84
2018,2913,農林,0.0,-0.25
2019,2913,農林,-0.35,-0.91
2020,2913,農林,0.18,         -0.11
2021,2913,農林,-4.28,-7.36
2022,2913,農林,         -6.70,        -11.82
