年份,公司代號,公司名稱,ROE,ROA
1999,2454,聯發科,44.14,66.31
2000,2454,聯發科,46.19,67.1
2001,2454,聯發科,         49.41,67.78
2002,2454,聯發科,50.64,66.1
2003,2454,聯發科,45.65,55.18
2004,2454,聯發科,31.99,36.41
2005,2454,聯發科,33.14,38.32
2006,2454,聯發科,32.4,37.55
2007,2454,聯發科,38.62,43.78
2008,2454,聯發科,19.8,22.91
2009,2454,聯發科,31.99,38.54
2010,2454,聯發科,23.14,28.07
2011,2454,聯發科,9.99,11.95
2013,2454,聯發科,11.77,14.82
2014,2454,聯發科,15.35,20.95
2015,2454,聯發科,7.47,10.42
2016,2454,聯發科,6.79,9.73
2017,2454,聯發科,6.49,9.47
2018,2454,聯發科,5.55,7.76
2019,2454,聯發科,5.68,7.88
2020,2454,聯發科,8.44,         12.02
2021,2454,聯發科,18.75,27.66
2022,2454,聯發科,         18.73,         27.06
