年份,公司代號,公司名稱,ROE,ROA
1997,3043,科風,15.74,34.38
1998,3043,科風,17.78,30.99
1999,3043,科風,22.42,39.57
2000,3043,科風,13.88,30.79
2001,3043,科風,         21.83,33.22
2002,3043,科風,16.93,22.45
2003,3043,科風,37.16,24.31
2004,3043,科風,12.68,16.64
2005,3043,科風,19.27,23.34
2006,3043,科風,10.33,12.93
2007,3043,科風,8.26,9.95
2008,3043,科風,-0.76,-1.21
2009,3043,科風,-3.35,-4.97
2010,3043,科風,12.63,19.12
2011,3043,科風,-32.41,-48.76
2013,3043,科風,-20.59,-75.81
2014,3043,科風,-8.56,-55.52
2017,3043,科風,-4.34,-127.51
2018,3043,科風,0.96,-11.0
2019,3043,科風,7.42,109.95
2020,3043,科風,-3.09,        -38.52
2021,3043,科風,2.65,19.54
2022,3043,科風,          8.45,         35.35
