年份,公司代號,公司名稱,ROE,ROA
1995,2492,華新科,22.51,27.1
1996,2492,華新科,4.98,5.53
1997,2492,華新科,5.08,5.69
1998,2492,華新科,-9.01,-15.77
1999,2492,華新科,7.0,11.54
2000,2492,華新科,17.57,23.95
2001,2492,華新科,         -1.26,-2.32
2002,2492,華新科,2.4,2.8
2003,2492,華新科,1.55,2.07
2004,2492,華新科,2.99,4.5
2005,2492,華新科,4.89,6.51
2006,2492,華新科,9.33,11.65
2007,2492,華新科,6.06,7.94
2008,2492,華新科,-1.96,-3.86
2009,2492,華新科,-1.7,-2.88
2010,2492,華新科,4.94,6.25
2011,2492,華新科,-4.81,-7.03
2013,2492,華新科,-1.64,-3.86
2014,2492,華新科,2.84,3.99
2015,2492,華新科,5.07,8.55
2016,2492,華新科,8.61,15.28
2017,2492,華新科,9.01,16.58
2018,2492,華新科,41.85,76.15
2019,2492,華新科,11.56,19.4
2020,2492,華新科,10.35,         18.30
2021,2492,華新科,10.35,19.11
2022,2492,華新科,          2.69,          3.72
