年份,公司代號,公司名稱,ROE,ROA
1991,9917,中保科,14.74,36.21
1992,9917,中保科,13.59,27.88
1993,9917,中保科,13.84,22.9
1994,9917,中保科,14.56,22.06
1995,9917,中保科,13.04,19.56
1996,9917,中保科,15.59,22.54
1997,9917,中保科,18.91,26.02
1998,9917,中保科,12.76,16.34
1999,9917,中保科,15.08,18.66
2000,9917,中保科,10.96,14.23
2001,9917,中保科,         20.03,25.94
2002,9917,中保科,10.01,12.71
2003,9917,中保科,11.54,15.69
2004,9917,中保科,11.91,16.28
2005,9917,中保科,13.24,17.34
2006,9917,中保科,15.69,19.93
2007,9917,中保科,15.9,20.45
2008,9917,中保科,10.92,14.56
2009,9917,中保科,12.02,16.51
2010,9917,中保科,13.91,19.06
2011,9917,中保科,13.68,18.78
2013,9917,中保科,11.18,19.52
2014,9917,中保科,10.91,19.3
2015,9917,中保科,10.58,18.98
2016,9917,中保科,3.32,6.11
2017,9917,中保科,11.0,21.81
2018,9917,中保科,10.19,19.66
2019,9917,中保科,10.19,19.8
2020,9917,中保科,10.81,         21.30
2021,9917,中保科,11.19,21.75
2022,9917,中保科,         10.76,         21.25
