年份,公司代號,公司名稱,ROE,ROA
1989,2014,中鴻,22.9,59.1
1990,2014,中鴻,9.79,         15.30
1991,2014,中鴻,7.73,7.41
1992,2014,中鴻,5.96,3.7
1993,2014,中鴻,3.87,3.2
1994,2014,中鴻,3.4,3.52
1995,2014,中鴻,2.74,4.11
1996,2014,中鴻,3.0,6.12
1997,2014,中鴻,-3.09,-10.08
1998,2014,中鴻,-2.04,-11.24
1999,2014,中鴻,2.1,-2.29
2000,2014,中鴻,-2.72,-18.06
2001,2014,中鴻,         -5.42,-25.76
2004,2014,中鴻,6.52,12.64
2005,2014,中鴻,-14.21,-45.0
2006,2014,中鴻,17.14,46.48
2007,2014,中鴻,9.39,17.71
2008,2014,中鴻,-10.15,-30.3
2009,2014,中鴻,2.18,4.82
2010,2014,中鴻,4.9,10.25
2011,2014,中鴻,-6.64,-17.22
2013,2014,中鴻,1.05,1.56
2014,2014,中鴻,1.2,2.31
2015,2014,中鴻,-2.87,-14.79
2016,2014,中鴻,6.8,23.84
2017,2014,中鴻,8.93,24.43
2018,2014,中鴻,9.7,22.73
2019,2014,中鴻,0.34,0.07
2020,2014,中鴻,2.08,          3.55
2021,2014,中鴻,19.78,33.6
2022,2014,中鴻,         -2.39,         -5.00
