年份,公司代號,公司名稱,ROE,ROA
1997,1732,毛寶,6.07,9.03
1998,1732,毛寶,7.18,10.01
1999,1732,毛寶,9.87,12.68
2000,1732,毛寶,5.83,7.31
2001,1732,毛寶,          1.88,2.29
2002,1732,毛寶,0.49,0.58
2003,1732,毛寶,0.04,0.04
2004,1732,毛寶,-5.43,-6.58
2005,1732,毛寶,-0.47,-0.58
2006,1732,毛寶,4.45,5.61
2007,1732,毛寶,3.54,4.58
2008,1732,毛寶,0.99,1.3
2009,1732,毛寶,5.53,7.17
2010,1732,毛寶,3.64,4.78
2011,1732,毛寶,2.11,2.83
2013,1732,毛寶,-1.43,-1.95
2014,1732,毛寶,-1.67,-2.25
2015,1732,毛寶,-1.39,-1.86
2016,1732,毛寶,-4.07,-5.65
2017,1732,毛寶,1.25,1.74
2018,1732,毛寶,1.22,1.63
2019,1732,毛寶,4.3,5.63
2020,1732,毛寶,6.22,          8.17
2021,1732,毛寶,2.96,3.98
2022,1732,毛寶,          0.80,          1.07
